concept id	representation id	en
FMA35486	BP7938	phalanx of ring finger
FMA35489	BP8102	phalanx of little finger
FMA37347	BP8218	muscle of pectoral girdle
FMA37348	BP7786	muscle of free upper limb
FMA37349	BP8462	pectoral muscle
FMA37367	BP7990	muscle of pelvic girdle
FMA37368	BP7833	muscle of free lower limb
FMA37369	BP8069	muscle of foot
FMA37370	BP8687	muscle of arm
FMA37371	BP7785	muscle of forearm
FMA37372	BP8208	muscle of hand
FMA37373	BP8707	abductor pollicis brevis
FMA37378	BP8959	flexor pollicis brevis
FMA37379	BP8597	opponens pollicis
FMA37382	BP8738	abductor digiti minimi of hand
FMA37383	BP8517	flexor digiti minimi brevis of hand
FMA37384	BP8205	opponens digiti minimi of hand
FMA37386	BP4855	right abductor pollicis brevis
FMA37387	BP8706	left abductor pollicis brevis
FMA37388	BP8958	right flexor pollicis brevis
FMA37389	BP7575	left flexor pollicis brevis
FMA37390	BP4853	right opponens pollicis
FMA37391	BP8596	left opponens pollicis
FMA37396	BP7569	abductor digiti minimi of right hand
FMA37397	BP8737	abductor digiti minimi of left hand
FMA37398	BP4858	flexor digiti minimi brevis of right hand
FMA37399	BP8516	flexor digiti minimi brevis of left hand
FMA37400	BP4860	opponens digiti minimi of right hand
FMA37401	BP8204	opponens digiti minimi of left hand
FMA37448	BP9194	abductor hallucis
FMA37450	BP9216	flexor digitorum brevis
FMA37451	BP9183	abductor digiti minimi of foot
FMA37452	BP8993	flexor accessorius
FMA37453	BP8181	lumbrical of foot
FMA37455	BP8066	flexor digiti minimi brevis of foot
FMA37456	BP8919	interosseous of foot
FMA37458	BP8918	plantar interosseous of foot
FMA37459	BP5054	right abductor hallucis
FMA37460	BP9193	left abductor hallucis
FMA37461	BP5048	right flexor digitorum brevis
FMA37462	BP9215	left flexor digitorum brevis
FMA37463	BP5056	abductor digiti minimi of right foot
FMA37464	BP9182	abductor digiti minimi of left foot
FMA37465	BP5052	right flexor accessorius
FMA37466	BP8992	left flexor accessorius
FMA37471	BP5050	flexor digiti minimi brevis of right foot
FMA37472	BP8065	flexor digiti minimi brevis of left foot
FMA37479	BP9162	first lumbrical of foot
FMA37480	BP8180	second lumbrical of foot
FMA37481	BP8903	third lumbrical of foot
FMA37482	BP8944	fourth lumbrical of foot
FMA37483	BP5042	fourth lumbrical of right foot
FMA37484	BP8943	fourth lumbrical of left foot
FMA37485	BP5038	third lumbrical of right foot
FMA37486	BP8902	third lumbrical of left foot
FMA37664	BP9056	coracobrachialis
FMA37665	BP4805	right coracobrachialis
FMA37666	BP9055	left coracobrachialis
FMA37667	BP8685	brachialis
FMA37668	BP4807	right brachialis
FMA37669	BP8684	left brachialis
FMA37682	BP9154	short head of biceps brachii
FMA37683	BP8817	long head of biceps brachii
FMA37684	BP5558	short head of right biceps brachii
FMA37685	BP9153	short head of left biceps brachii
FMA37686	BP5566	long head of right biceps brachii
FMA37687	BP8816	long head of left biceps brachii
FMA37692	BP8345	long head of triceps brachii
FMA37693	BP8258	medial head of triceps brachii
FMA37694	BP8526	lateral head of triceps brachii
FMA37695	BP5562	medial head of right triceps brachii
FMA37696	BP8257	medial head of left triceps brachii
FMA37697	BP5550	lateral head of right triceps brachii
FMA37698	BP8525	lateral head of left triceps brachii
FMA37699	BP5564	long head of right triceps brachii
FMA37700	BP8344	long head of left triceps brachii
FMA37704	BP8963	anconeus
FMA37705	BP4802	right anconeus
FMA37706	BP8962	left anconeus
FMA37711	BP8686	muscle of anterior compartment of arm
FMA37712	BP8964	muscle of posterior compartment of arm
FMA37717	BP5044	first lumbrical of right foot
FMA37718	BP9161	first lumbrical of left foot
FMA37719	BP5040	second lumbrical of right foot
FMA37720	BP8179	second lumbrical of left foot
FMA37738	BP9252	first plantar interosseous of foot
FMA37739	BP8917	second plantar interosseous of foot
FMA37740	BP9176	third plantar interosseous of foot
FMA37741	BP5031	third plantar interosseous of right foot
FMA37742	BP9175	third plantar interosseous of left foot
FMA37743	BP5033	second plantar interosseous of right foot
FMA37744	BP8916	second plantar interosseous of left foot
FMA37745	BP5035	first plantar interosseous of right foot
FMA37746	BP9251	first plantar interosseous of left foot
FMA38453	BP7958	pronator quadratus
FMA38454	BP4846	right pronator quadratus
FMA38455	BP7957	left pronator quadratus
FMA38456	BP7784	muscle of anterior compartment of forearm
FMA38459	BP8941	flexor carpi radialis
FMA38460	BP4841	right flexor carpi radialis
FMA38461	BP8940	left flexor carpi radialis
FMA38462	BP7782	palmaris longus
FMA38463	BP4839	right palmaris longus
FMA38464	BP7781	left palmaris longus
FMA38469	BP8285	flexor digitorum superficialis
FMA38470	BP4837	right flexor digitorum superficialis
FMA38471	BP8284	left flexor digitorum superficialis
FMA38472	BP7783	superficial muscle of anterior compartment of forearm
FMA38475	BP7828	deep muscle of anterior compartment of forearm
FMA38478	BP7827	flexor digitorum profundus
FMA38479	BP4848	right flexor digitorum profundus
FMA38480	BP7826	left flexor digitorum profundus
FMA38481	BP9107	flexor pollicis longus
FMA38482	BP4844	right flexor pollicis longus
FMA38484	BP9106	left flexor pollicis longus
FMA38485	BP8245	brachioradialis
FMA38486	BP4833	right brachioradialis
FMA38487	BP8244	left brachioradialis
FMA38488	BP7973	muscle of posterior compartment of forearm
FMA38491	BP7972	superficial muscle of posterior compartment of forearm
FMA38494	BP9281	extensor carpi radialis longus
FMA38495	BP4831	right extensor carpi radialis longus
FMA38496	BP9280	left extensor carpi radialis longus
FMA38497	BP9288	extensor carpi radialis brevis
FMA38498	BP4823	right extensor carpi radialis brevis
FMA38499	BP9287	left extensor carpi radialis brevis
FMA38500	BP8561	extensor digitorum
FMA38501	BP4827	right extensor digitorum
FMA38502	BP8560	left extensor digitorum
FMA38503	BP8490	extensor digiti minimi
FMA38504	BP4825	right extensor digiti minimi
FMA38505	BP8489	left extensor digiti minimi
FMA38506	BP7971	extensor carpi ulnaris
FMA38507	BP4829	right extensor carpi ulnaris
FMA38508	BP7970	left extensor carpi ulnaris
FMA38509	BP8193	deep muscle of posterior compartment of forearm
FMA38512	BP8500	supinator
FMA38513	BP4814	right supinator
FMA38514	BP8499	left supinator
FMA38515	BP9145	abductor pollicis longus
FMA38516	BP4820	right abductor pollicis longus
FMA38517	BP9144	left abductor pollicis longus
FMA38518	BP9254	extensor pollicis brevis
FMA38519	BP4818	right extensor pollicis brevis
FMA38520	BP9253	left extensor pollicis brevis
FMA38521	BP8192	extensor pollicis longus
FMA38522	BP4816	right extensor pollicis longus
FMA38523	BP8191	left extensor pollicis longus
FMA38524	BP8780	extensor indicis
FMA38525	BP4812	right extensor indicis
FMA38526	BP8779	left extensor indicis
FMA38558	BP8016	humeral head of pronator teres
FMA38559	BP9044	ulnar head of pronator teres
FMA38560	BP5568	humeral head of right pronator teres
FMA38561	BP8015	humeral head of left pronator teres
FMA38562	BP5552	ulnar head of right pronator teres
FMA38563	BP9043	ulnar head of left pronator teres
FMA38615	BP8145	humeral head of flexor carpi ulnaris
FMA38616	BP8541	ulnar head of flexor carpi ulnaris
FMA38617	BP5570	humeral head of right flexor carpi ulnaris
FMA38618	BP8144	humeral head of left flexor carpi ulnaris
FMA38619	BP5554	ulnar head of right flexor carpi ulnaris
FMA38620	BP8540	ulnar head of left flexor carpi ulnaris
FMA38928	BP5598	right rectus femoris
FMA38929	BP8094	left rectus femoris
FMA38930	BP5602	right vastus lateralis
FMA38931	BP8754	left vastus lateralis
FMA38932	BP5600	right vastus medialis
FMA38933	BP9128	left vastus medialis
FMA38934	BP5604	right vastus intermedius
FMA38935	BP9207	left vastus intermedius
FMA39988	BP8059	flexor retinaculum of wrist
FMA40120	BP6527	flexor retinaculum of right wrist
FMA40121	BP8058	flexor retinaculum of left wrist
FMA42380	BP8207	intrinsic muscle of hand
FMA42398	BP6633	set of lumbricals of right hand
FMA42399	BP8053	set of lumbricals of left hand
FMA42402	BP6631	set of palmar interossei of right hand
FMA42403	BP8246	set of palmar interossei of left hand
FMA42404	BP6629	set of dorsal interossei of right hand
FMA42405	BP8036	set of dorsal interossei of left hand
FMA42603	BP6538	organ component cluster
FMA43252	BP8654	proximal phalanx of big toe
FMA43253	BP8785	proximal phalanx of right big toe
FMA43254	BP8653	proximal phalanx of left big toe
FMA43882	BP8927	gracilis
FMA43883	BP4976	right gracilis
FMA43884	BP8926	left gracilis
FMA43885	BP8833	adductor minimus
FMA43886	BP4980	right adductor minimus
FMA43887	BP8832	left adductor minimus
FMA43888	BP6147	inferior lateral genicular artery
FMA43889	BP6144	inferior medial genicular artery
FMA43890	BP6145	right inferior medial genicular artery
FMA43891	BP6146	left inferior medial genicular artery
FMA43892	BP6148	right inferior lateral genicular artery
FMA43893	BP6149	left inferior lateral genicular artery
FMA43894	BP6071	anterior tibial artery
FMA43895	BP6074	posterior tibial artery
FMA43896	BP6072	right anterior tibial artery
FMA43897	BP6073	left anterior tibial artery
FMA43898	BP6075	right posterior tibial artery
FMA43899	BP6076	left posterior tibial artery
FMA43901	BP6059	subdivision of posterior tibial artery
FMA43902	BP6056	anterior tibial recurrent artery
FMA43907	BP6057	right anterior tibial recurrent artery
FMA43908	BP6058	left anterior tibial recurrent artery
FMA43915	BP6026	dorsalis pedis artery
FMA43916	BP6027	right dorsalis pedis artery
FMA43917	BP6028	left dorsalis pedis artery
FMA43925	BP6061	medial plantar artery
FMA43926	BP6064	lateral plantar artery
FMA43929	BP6062	right medial plantar artery
FMA43930	BP6063	left medial plantar artery
FMA43931	BP6065	right lateral plantar artery
FMA43932	BP6066	left lateral plantar artery
FMA43933	BP6435	superficial medial plantar artery
FMA43937	BP6436	right superficial medial plantar artery
FMA43938	BP6437	left superficial medial plantar artery
FMA43940	BP6438	branch of lateral plantar artery
FMA43941	BP6434	branch of medial plantar artery
FMA43942	BP6010	plantar arch
FMA43943	BP6014	right plantar arch
FMA43944	BP6015	left plantar arch
FMA43956	BP6060	plantar metatarsal artery
FMA44197	BP9276	tarsal ligament
FMA44245	BP9275	plantar tarsal ligament
FMA44248	BP9274	long plantar ligament
FMA44249	BP5093	right long plantar ligament
FMA44250	BP9273	left long plantar ligament
FMA44318	BP5840	superficial epigastric vein
FMA44323	BP10598	tributary of femoral vein
FMA44324	BP5843	tributary of deep femoral vein
FMA44325	BP5863	medial circumflex femoral vein
FMA44326	BP5866	lateral circumflex femoral vein
FMA44327	BP5860	popliteal vein
FMA44328	BP5861	right popliteal vein
FMA44329	BP5862	left popliteal vein
FMA44330	BP5844	tributary of popliteal vein
FMA44331	BP5848	anterior tibial vein
FMA44332	BP5845	posterior tibial vein
FMA44333	BP5851	small saphenous vein
FMA44334	BP5852	right small saphenous vein
FMA44335	BP5853	left small saphenous vein
FMA44336	BP5849	right anterior tibial vein
FMA44337	BP5850	left anterior tibial vein
FMA44338	BP5846	right posterior tibial vein
FMA44339	BP5847	left posterior tibial vein
FMA44340	BP5841	right superficial epigastric vein
FMA44341	BP5842	left superficial epigastric vein
FMA44356	BP5890	dorsal venous arch of foot
FMA44489	BP5884	plantar venous arch of foot
FMA44499	BP5821	tributary of plantar venous arch
FMA44504	BP5822	plantar metatarsal vein
FMA44558	BP5857	fibular vein
FMA44559	BP5854	genicular vein
FMA44594	BP6053	arcuate artery
FMA44595	BP6050	lateral tarsal artery
FMA44660	BP6049	dorsal digital artery of foot
FMA44881	BP5891	dorsal venous arch of right foot
FMA44882	BP5892	dorsal venous arch of left foot
FMA44883	BP5885	plantar venous arch of right foot
FMA44884	BP5886	plantar venous arch of left foot
FMA44885	BP5858	right fibular vein
FMA44886	BP5859	left fibular vein
FMA44887	BP5855	right genicular vein
FMA44888	BP5856	left genicular vein
FMA44918	BP5864	right medial circumflex femoral vein
FMA44919	BP5865	left medial circumflex femoral vein
FMA44920	BP5867	right lateral circumflex femoral vein
FMA44922	BP5868	left lateral circumflex femoral vein
FMA45096	BP8273	sesamoid bone of foot
FMA45097	BP8756	sesamoid bone of right foot
FMA45098	BP8272	sesamoid bone of left foot
FMA45638	BP6619	subdivision of nervous system
FMA45728	BP8668	anatomical lobe
FMA45729	BP7943	head of organ
FMA45732	BP9200	parenchyma
FMA45734	BP8990	body of organ
FMA45738	BP4911	platysma
FMA45739	BP4912	right platysma
FMA45740	BP7577	left platysma
FMA45826	BP4901	right stylohyoid
FMA45827	BP4902	left stylohyoid
FMA45854	BP9143	right pubococcygeus
FMA45855	BP7791	left pubococcygeus
FMA45856	BP8202	right puborectalis
FMA45857	BP8228	left puborectalis
FMA45858	BP8874	right iliococcygeus
FMA45859	BP8007	left iliococcygeus
FMA45874	BP5615	abdominal part of right pectoralis major
FMA45875	BP7862	abdominal part of left pectoralis major
FMA45881	BP8333	head of biceps femoris
FMA45887	BP8332	long head of biceps femoris
FMA45888	BP5575	long head of right biceps femoris
FMA45889	BP8331	long head of left biceps femoris
FMA45890	BP8617	short head of biceps femoris
FMA45891	BP5573	short head of right biceps femoris
FMA45892	BP8616	short head of left biceps femoris
FMA45950	BP7941	head of gastrocnemius
FMA45956	BP9218	medial head of gastrocnemius
FMA45957	BP5539	medial head of right gastrocnemius
FMA45958	BP9217	medial head of left gastrocnemius
FMA45959	BP7940	lateral head of gastrocnemius
FMA45960	BP5541	lateral head of right gastrocnemius
FMA45961	BP7939	lateral head of left gastrocnemius
FMA45963	BP8363	head of flexor hallucis brevis
FMA45969	BP8946	medial head of flexor hallucis brevis
FMA45970	BP8362	lateral head of flexor hallucis brevis
FMA45971	BP5546	medial head of right flexor hallucis brevis
FMA45972	BP8945	medial head of left flexor hallucis brevis
FMA45973	BP5548	lateral head of right flexor hallucis brevis
FMA45974	BP8361	lateral head of left flexor hallucis brevis
FMA46012	BP8396	head of adductor hallucis
FMA46014	BP8543	oblique head of adductor hallucis
FMA46015	BP8395	transverse head of adductor hallucis
FMA46018	BP5578	oblique head of right adductor hallucis
FMA46019	BP8542	oblique head of left adductor hallucis
FMA46020	BP5580	transverse head of right adductor hallucis
FMA46021	BP8394	transverse head of left adductor hallucis
FMA46104	BP8723	superficial head of flexor pollicis brevis
FMA46119	BP8249	oblique head of adductor pollicis
FMA46120	BP8886	transverse head of adductor pollicis
FMA46121	BP5560	oblique head of right adductor pollicis
FMA46122	BP8248	oblique head of left adductor pollicis
FMA46123	BP5543	transverse head of right adductor pollicis
FMA46124	BP8885	transverse head of left adductor pollicis
FMA46279	BP5591	zone of longus colli
FMA46280	BP5594	superior oblique part of longus colli
FMA46281	BP7686	inferior oblique part of longus colli
FMA46282	BP5592	vertical intermediate part of longus colli
FMA46284	BP5595	superior oblique part of left longus colli
FMA46286	BP5593	vertical intermediate part of left longus colli
FMA46288	BP7685	inferior oblique part of left longus colli
FMA46290	BP4899	suprahyoid muscle
FMA46291	BP7580	digastric
FMA46292	BP7592	right digastric
FMA46293	BP7579	left digastric
FMA46308	BP4702	longus capitis
FMA46309	BP4703	right longus capitis
FMA46310	BP7581	left longus capitis
FMA46312	BP4707	rectus capitis anterior
FMA46313	BP4708	right rectus capitis anterior
FMA46314	BP7586	left rectus capitis anterior
FMA46316	BP4705	rectus capitis lateralis
FMA46317	BP4706	right rectus capitis lateralis
FMA46318	BP7589	left rectus capitis lateralis
FMA46320	BP4903	mylohyoid
FMA46321	BP4904	right mylohyoid
FMA46322	BP7582	left mylohyoid
FMA46325	BP4905	geniohyoid
FMA46326	BP4906	right geniohyoid
FMA46327	BP7578	left geniohyoid
FMA46442	BP9016	tendinous arch of levator ani
FMA46443	BP8115	right coccygeus
FMA46444	BP9157	left coccygeus
FMA46490	BP7964	subdivision of mouth
FMA46562	BP7804	muscle of larynx
FMA46576	BP7823	posterior crico-arytenoid
FMA46577	BP8360	right posterior crico-arytenoid
FMA46578	BP7822	left posterior crico-arytenoid
FMA46579	BP8619	lateral crico-arytenoid
FMA46580	BP8618	right lateral crico-arytenoid
FMA46581	BP8828	left lateral crico-arytenoid
FMA46582	BP8905	transverse arytenoid
FMA46583	BP8894	oblique arytenoid
FMA46584	BP9152	right oblique arytenoid
FMA46585	BP8893	left oblique arytenoid
FMA46588	BP7802	thyro-arytenoid
FMA46589	BP7867	right thyro-arytenoid
FMA46590	BP7801	left thyro-arytenoid
FMA46591	BP8174	vocalis
FMA46592	BP8173	right vocalis
FMA46593	BP9223	left vocalis
FMA46601	BP8572	zone of oblique arytenoid
FMA46602	BP8571	aryepiglotticus
FMA46604	BP8570	right aryepiglotticus
FMA46605	BP9219	left aryepiglotticus
FMA46608	BP8057	zone of cricothyroid
FMA46609	BP8056	straight part of cricothyroid
FMA46610	BP8176	oblique part of cricothyroid
FMA46611	BP8055	straight part of right cricothyroid
FMA46612	BP8529	straight part of left cricothyroid
FMA46613	BP9077	oblique part of right cricothyroid
FMA46614	BP8175	oblique part of left cricothyroid
FMA46619	BP7918	muscle of pharynx
FMA46620	BP7917	constrictor muscle of pharynx
FMA46621	BP8636	superior pharyngeal constrictor
FMA46622	BP7916	middle pharyngeal constrictor
FMA46623	BP8064	inferior pharyngeal constrictor
FMA46631	BP8635	right superior pharyngeal constrictor
FMA46632	BP8791	left superior pharyngeal constrictor
FMA46633	BP7915	right middle pharyngeal constrictor
FMA46634	BP8725	left middle pharyngeal constrictor
FMA46635	BP8063	right inferior pharyngeal constrictor
FMA46636	BP9205	left inferior pharyngeal constrictor
FMA46664	BP9123	stylopharyngeus
FMA46665	BP8984	salpingopharyngeus
FMA46666	BP8608	palatopharyngeus
FMA46667	BP9164	right stylopharyngeus
FMA46668	BP9122	left stylopharyngeus
FMA46669	BP8983	right salpingopharyngeus
FMA46670	BP9270	left salpingopharyngeus
FMA46671	BP8607	right palatopharyngeus
FMA46672	BP8733	left palatopharyngeus
FMA46689	BP8079	muscle of tongue
FMA46690	BP8441	genioglossus
FMA46691	BP8077	hyoglossus
FMA46698	BP8513	right genioglossus
FMA46699	BP8078	extrinsic muscle of tongue
FMA46702	BP8440	left genioglossus
FMA46703	BP8076	right hyoglossus
FMA46704	BP9231	left hyoglossus
FMA46726	BP8367	muscle of palate
FMA46727	BP8366	levator veli palatini
FMA46728	BP9032	right levator veli palatini
FMA46729	BP8365	left levator veli palatini
FMA46730	BP8502	tensor veli palatini
FMA46731	BP8501	right tensor veli palatini
FMA46732	BP9103	left tensor veli palatini
FMA46733	BP9142	uvular muscle
FMA46751	BP4926	muscle of face
FMA49033	BP4927	extra-ocular muscle
FMA49035	BP4928	superior rectus
FMA49036	BP4943	inferior rectus
FMA49037	BP4934	medial rectus
FMA49038	BP4940	lateral rectus
FMA49039	BP4931	superior oblique
FMA49040	BP4946	inferior oblique
FMA49041	BP4937	levator palpebrae superioris
FMA49044	BP4929	right superior rectus
FMA49045	BP4930	left superior rectus
FMA49046	BP4944	right inferior rectus
FMA49047	BP4945	left inferior rectus
FMA49048	BP4938	right levator palpebrae superioris
FMA49049	BP4939	left levator palpebrae superioris
FMA49050	BP4947	right inferior oblique
FMA49051	BP4948	left inferior oblique
FMA49052	BP4932	right superior oblique
FMA49053	BP4933	left superior oblique
FMA49054	BP4941	right lateral rectus
FMA49055	BP4942	left lateral rectus
FMA49056	BP4936	right medial rectus
FMA49057	BP4935	left medial rectus
FMA49065	BP5094	trochlea of superior oblique
FMA49067	BP5095	trochlea of right superior oblique
FMA49068	BP5096	trochlea of left superior oblique
FMA49071	BP6539	common tendinous ring
FMA49072	BP6540	right common tendinous ring
FMA49073	BP6541	left common tendinous ring
FMA49143	BP6506	check ligament of lateral rectus
FMA49144	BP6507	check ligament of right lateral rectus
FMA49145	BP6508	check ligament of left lateral rectus
FMA49146	BP6498	check ligament of medial rectus
FMA49147	BP6499	check ligament of right medial rectus
FMA49148	BP6500	check ligament of left medial rectus
FMA49443	BP8826	anatomical cluster
FMA49868	BP9114	ophthalmic artery
FMA49869	BP7629	right ophthalmic artery
FMA49870	BP9113	left ophthalmic artery
FMA49893	BP7765	coronary artery
FMA49907	BP8336	pulmonary venous tree organ
FMA49908	BP8557	superior pulmonary vein
FMA49910	BP8335	inferior pulmonary vein
FMA49911	BP8784	right inferior pulmonary vein
FMA49913	BP8334	left inferior pulmonary vein
FMA49914	BP8580	right superior pulmonary vein
FMA49916	BP8556	left superior pulmonary vein
FMA49918	BP8223	systemic arterial trunk
FMA50028	BP8703	anterior cerebral artery
FMA50029	BP8702	right anterior cerebral artery
FMA50030	BP10236	left anterior cerebral artery
FMA50031	BP7777	branch of anterior cerebral artery
FMA50080	BP8593	zone of middle cerebral artery
FMA50081	BP7947	branch of middle cerebral artery
FMA50084	BP8195	posterior communicating artery
FMA50085	BP7634	right posterior communicating artery
FMA50086	BP8194	left posterior communicating artery
FMA50087	BP8626	anterior choroidal artery
FMA50088	BP7601	right anterior choroidal artery
FMA50089	BP8625	left anterior choroidal artery
FMA50112	BP9085	branch of anterior choroidal artery
FMA50119	BP9084	branch of anterior choroidal artery to posterior limb of internal capsule
FMA50146	BP7611	branch of right anterior choroidal artery to posterior limb of right internal capsule
FMA50147	BP9083	branch of left anterior choroidal artery to posterior limb of left internal capsule
FMA50168	BP9260	branch of posterior communicating artery
FMA50169	BP6365	anterior communicating artery
FMA50185	BP8371	musculature of subdivision of trunk
FMA50200	BP8039	musculature of subdivision of upper limb
FMA50328	BP9051	medial frontobasal artery
FMA50330	BP8783	callosomarginal artery
FMA50331	BP7775	branch of callosomarginal artery
FMA50333	BP8758	intermediomedial branch of callosomarginal artery
FMA50334	BP9125	posteromedial branch of callosomarginal artery
FMA50336	BP7774	paracentral branch of callosomarginal artery
FMA50337	BP9286	pericallosal artery
FMA50338	BP9054	branch of pericallosal artery
FMA50339	BP9053	precuneal branch of pericallosal artery
FMA50343	BP7625	right medial frontobasal artery
FMA50344	BP9050	left medial frontobasal artery
FMA50347	BP7613	right callosomarginal artery
FMA50348	BP8782	left callosomarginal artery
FMA50351	BP7617	intermediomedial branch of right callosomarginal artery
FMA50352	BP8757	intermediomedial branch of left callosomarginal artery
FMA50353	BP7641	posteromedial branch of right callosomarginal artery
FMA50354	BP9124	posteromedial branch of left callosomarginal artery
FMA50357	BP7630	paracentral branch of right callosomarginal artery
FMA50358	BP7773	paracentral branch of left callosomarginal artery
FMA50359	BP7631	right pericallosal artery
FMA50360	BP9285	left pericallosal artery
FMA50361	BP7609	precuneal branch of right pericallosal artery
FMA50362	BP9052	precuneal branch of left pericallosal artery
FMA50365	BP8592	sphenoid part of middle cerebral artery
FMA50366	BP7627	sphenoid part of right middle cerebral artery
FMA50367	BP8591	sphenoid part of left middle cerebral artery
FMA50368	BP8975	insular part of middle cerebral artery
FMA50369	BP8974	insular part of right middle cerebral artery
FMA50370	BP10240	insular part of left middle cerebral artery
FMA50376	BP8509	anterolateral central branch of middle cerebral artery
FMA50377	BP8508	anterolateral central branch of right middle cerebral artery
FMA50378	BP10238	anterolateral central branch of left middle cerebral artery
FMA50379	BP9189	polar temporal artery
FMA50380	BP7633	right polar temporal artery
FMA50381	BP9188	left polar temporal artery
FMA50382	BP9021	anterior temporal artery
FMA50383	BP9020	right anterior temporal artery
FMA50384	BP10237	left anterior temporal artery
FMA50391	BP8038	musculature of subdivision of free upper limb
FMA50427	BP9259	hypothalamic branch of posterior communicating artery
FMA50428	BP7615	hypothalamic branch of right posterior communicating artery
FMA50429	BP9258	hypothalamic branch of left posterior communicating artery
FMA50436	BP7946	superior terminal branch of middle cerebral artery
FMA50437	BP8808	prefrontal artery
FMA50438	BP9022	temporal artery
FMA50439	BP8552	inferior terminal branch of middle cerebral artery
FMA50442	BP8590	lateral frontobasal artery
FMA50443	BP7621	right lateral frontobasal artery
FMA50444	BP8589	left lateral frontobasal artery
FMA50445	BP7643	right prefrontal artery
FMA50466	BP9120	middle temporal branch of middle cerebral artery
FMA50467	BP9119	middle temporal branch of right middle cerebral artery
FMA50468	BP10239	middle temporal branch of left middle cerebral artery
FMA50469	BP8911	posterior temporal branch of middle cerebral artery
FMA50470	BP8910	posterior temporal branch of right middle cerebral artery
FMA50471	BP10242	posterior temporal branch of left middle cerebral artery
FMA50472	BP8855	temporo-occipital branch of middle cerebral artery
FMA50473	BP7648	temporo-occipital branch of right middle cerebral artery
FMA50474	BP8854	temporo-occipital branch of left middle cerebral artery
FMA50475	BP8551	branch of middle cerebral artery to angular gyrus
FMA50476	BP7610	branch of right middle cerebral artery to right angular gyrus
FMA50477	BP8550	branch of left middle cerebral artery to left angular gyrus
FMA50478	BP8807	left prefrontal artery
FMA50479	BP7945	artery of precentral sulcus
FMA50480	BP7608	artery of right precentral sulcus
FMA50481	BP7944	artery of left precentral sulcus
FMA50482	BP9105	artery of postcentral sulcus
FMA50483	BP7606	artery of right postcentral sulcus
FMA50484	BP9104	artery of left postcentral sulcus
FMA50485	BP8640	anterior parietal artery
FMA50486	BP7607	right anterior parietal artery
FMA50487	BP8639	left anterior parietal artery
FMA50488	BP8880	posterior parietal artery
FMA50489	BP7636	right posterior parietal artery
FMA50490	BP8879	left posterior parietal artery
FMA50518	BP7797	posterior inferior cerebellar artery
FMA50519	BP7632	right posterior inferior cerebellar artery
FMA50520	BP7796	left posterior inferior cerebellar artery
FMA50531	BP9244	anterior spinal artery
FMA50532	BP7600	right anterior spinal artery
FMA50533	BP9243	left anterior spinal artery
FMA50542	BP6340	basilar artery
FMA50544	BP8960	anterior inferior cerebellar artery
FMA50563	BP8322	branch of pontine artery
FMA50564	BP8321	medial branch of pontine artery
FMA50565	BP8839	lateral branch of pontine artery
FMA50566	BP7624	medial branch of right pontine artery
FMA50567	BP8320	medial branch of left pontine artery
FMA50568	BP7620	lateral branch of right pontine artery
FMA50569	BP8838	lateral branch of left pontine artery
FMA50573	BP9291	superior cerebellar artery
FMA50574	BP7645	right superior cerebellar artery
FMA50575	BP9290	left superior cerebellar artery
FMA50576	BP8699	branch of superior cerebellar artery
FMA50577	BP8767	lateral superior cerebellar artery
FMA50578	BP7619	lateral branch of right superior cerebellar artery
FMA50579	BP8766	lateral branch of left superior cerebellar artery
FMA50580	BP8698	medial branch of superior cerebellar artery
FMA50581	BP7623	medial branch of right superior cerebellar artery
FMA50582	BP8697	medial branch of left superior cerebellar artery
FMA50586	BP7895	branch of posterior cerebral artery
FMA50587	BP9001	posteromedial central branch of posterior cerebral artery
FMA50589	BP7837	zone of posterior cerebral artery
FMA50590	BP7977	precommunicating part of posterior cerebral artery
FMA50591	BP7836	postcommunicating part of posterior cerebral artery
FMA50624	BP7894	thalamoperforating artery
FMA50629	BP8899	thalamogeniculate artery
FMA50630	BP9135	posterior medial choroidal artery
FMA50633	BP8302	lateral occipital artery
FMA50638	BP8487	medial occipital artery
FMA50639	BP7642	precommunicating part of right posterior cerebral artery
FMA50640	BP7976	precommunicating part of left posterior cerebral artery
FMA50641	BP7635	postcommunicating part of right posterior cerebral artery
FMA50642	BP7835	postcommunicating part of left posterior cerebral artery
FMA50643	BP7622	right lateral occipital artery
FMA50644	BP8301	left lateral occipital artery
FMA50645	BP7626	right medial occipital artery
FMA50646	BP8486	left medial occipital artery
FMA50647	BP8851	branch of lateral occipital artery
FMA50648	BP8850	anterior temporal branch of lateral occipital artery
FMA50649	BP9028	middle temporal branch of lateral occipital artery
FMA50651	BP8665	branch of medial occipital artery
FMA50652	BP8664	splenial artery
FMA50660	BP7640	posteromedial central branch of right posterior cerebral artery
FMA50661	BP9000	posteromedial central branch of left posterior cerebral artery
FMA50664	BP7639	right thalamoperforating artery
FMA50665	BP7893	left thalamoperforating artery
FMA50670	BP7612	right thalamogeniculate artery
FMA50671	BP8898	left thalamogeniculate artery
FMA50672	BP7646	right posterior medial choroidal artery
FMA50673	BP9134	left posterior medial choroidal artery
FMA50678	BP7604	anterior temporal branch of right lateral occipital artery
FMA50679	BP8849	anterior temporal branch of left lateral occipital artery
FMA50680	BP7616	middle temporal branch of right lateral occipital artery
FMA50681	BP9027	middle temporal branch of left lateral occipital artery
