concept id	representation id	en
FMA84931	BP9604	myocardium of free wall of right ventricle
FMA84932	BP9849	myocardium of free wall of left ventricle
FMA85008	BP9310	compartment of thorax
FMA85031	BP7518	compartment of abdomen
FMA85055	BP9363	right pulmopleural compartment
FMA85056	BP9418	left pulmopleural compartment
FMA86056	BP9999	myocardial zone 4
FMA86063	BP9857	myocardial zone 11
FMA86064	BP9843	myocardial zone 12
FMA86917	BP9645	musculature of abdomen
FMA87178	BP9844	myocardium of lateral wall of left ventricle
FMA87179	BP10000	myocardium of inferior wall of left ventricle
FMA87217	BP6895	descending thoracic aorta
FMA87542	BP9590	anterior thoracic wall
FMA87543	BP9386	anterior chest wall
FMA87552	BP9564	posterior chest
FMA87598	BP9348	skeletal system of trunk
FMA228642	BP9303	vasculature of body
FMA230986	BP10212	middle phalanx of right little toe
FMA230988	BP10111	middle phalanx of left little toe
FMA231424	BP9314	body proper
FMA242180	BP10513	cortex of right cerebral hemisphere
FMA242182	BP10526	cortex of left cerebral hemisphere
FMA242184	BP10497	subcortex of right cerebral hemisphere
FMA242186	BP10490	subcortex of left cerebral hemisphere
FMA242207	BP10512	cortex of right frontal lobe
FMA242209	BP10525	cortex of left frontal lobe
FMA242609	BP10501	right archicortex
FMA242611	BP10530	left archicortex
FMA242625	BP10511	right prefrontal cortex
FMA242627	BP10524	left prefrontal cortex
FMA242675	BP6680	ventricular system of neuraxis
FMA242787	BP6683	ventricular system of brain
FMA259054	BP9532	wall of abdomen
FMA259209	BP9312	thoracic segment of trunk
FMA259211	BP9534	abdominal segment of trunk
FMA259248	BP7519	content of abdomen
FMA260124	BP7093	right orbital content
FMA260127	BP7108	left orbital content
FMA260456	BP9320	body cavity content
FMA260791	BP10496	white matter of right cerebral hemisphere
FMA260794	BP10489	white matter of left cerebral hemisphere
FMA261139	BP10500	right hippocampal formation
FMA261141	BP10529	left hippocampal formation
FMA265130	BP9362	respiratory tract
FMA265228	BP9330	pancreaticobiliary system
FMA270201	BP10086	basicranial part of head proper
