parent id	parent name	child id	child name
FMA54450	left eye	FMA49051	left inferior oblique
FMA54450	left eye	FMA49053	left superior oblique
FMA54450	left eye	FMA49055	left lateral rectus
FMA54450	left eye	FMA49057	left medial rectus
FMA54450	left eye	FMA54441	left upper eyelid
FMA54450	left eye	FMA54444	left lower eyelid
FMA54450	left eye	FMA59369	left lacrimal apparatus
FMA54450	left eye	FMA72953	orbital part of left eye
FMA54545	head proper	FMA46448	frontal part of head
FMA54545	head proper	FMA49187	occipital part of head
FMA54545	head proper	FMA61732	right parietal part of head
FMA54545	head proper	FMA61733	left parietal part of head
FMA54545	head proper	FMA270201	basicranial part of head proper
FMA54667	right orbital compartment	FMA260124	right orbital content
FMA54668	left orbital compartment	FMA260127	left orbital content
FMA55021	soft palate	FMA46728	right levator veli palatini
FMA55021	soft palate	FMA46729	left levator veli palatini
FMA55021	soft palate	FMA46731	right tensor veli palatini
FMA55021	soft palate	FMA46732	left tensor veli palatini
FMA55021	soft palate	FMA55022	uvula
FMA55022	uvula	FMA46733	uvular muscle
FMA55675	neuraxis	FMA7647	spinal cord
FMA55675	neuraxis	FMA50801	brain
FMA55675	neuraxis	FMA242675	ventricular system of neuraxis
FMA58099	wall of right eyeball	FMA58105	fibrous layer of right eyeball
FMA58099	wall of right eyeball	FMA58299	right choroid
FMA58100	wall of left eyeball	FMA58106	fibrous layer of left eyeball
FMA58105	fibrous layer of right eyeball	FMA58239	right cornea
FMA58105	fibrous layer of right eyeball	FMA58271	right sclera
FMA58106	fibrous layer of left eyeball	FMA58240	left cornea
FMA58106	fibrous layer of left eyeball	FMA58272	left sclera
FMA58108	vascular layer of left eyeball	FMA58300	left choroid
FMA58401	investing fascia of right upper limb	FMA58405	investing fascia of right free upper limb
FMA58405	investing fascia of right free upper limb	FMA58575	investing fascia of right forearm
FMA58418	investing fascia of right lower limb	FMA58429	investing fascia of right free lower limb
FMA58419	investing fascia of left lower limb	FMA58430	investing fascia of left free lower limb
FMA58429	investing fascia of right free lower limb	FMA58742	investing fascia of right thigh
FMA58430	investing fascia of left free lower limb	FMA58743	investing fascia of left thigh
FMA58448	investing fascia of right wrist	FMA40120	flexor retinaculum of right wrist
FMA58449	investing fascia of left wrist	FMA40121	flexor retinaculum of left wrist
FMA58575	investing fascia of right forearm	FMA58448	investing fascia of right wrist
FMA58742	investing fascia of right thigh	FMA51044	fascia lata of right thigh
FMA58743	investing fascia of left thigh	FMA51045	fascia lata of left thigh
FMA59368	right lacrimal apparatus	FMA59102	right lacrimal gland
FMA59368	right lacrimal apparatus	FMA61064	right lacrimal duct
FMA59369	left lacrimal apparatus	FMA59103	left lacrimal gland
FMA59369	left lacrimal apparatus	FMA61065	left lacrimal duct
FMA59398	mandibular part of mouth	FMA54398	lower jaw
FMA59398	mandibular part of mouth	FMA59802	right submandibular gland
FMA59398	mandibular part of mouth	FMA59803	left submandibular gland
FMA59399	maxillary part of mouth	FMA54397	upper jaw
FMA59515	external nose	FMA59516	root of nose
FMA59515	external nose	FMA59517	dorsum of nose
FMA59515	external nose	FMA59836	cartilaginous skeleton of external nose
FMA59637	internal nose	FMA59503	septal nasal cartilage
FMA59637	internal nose	FMA59668	wall of internal nose
FMA59637	internal nose	FMA59748	right side of internal nose
FMA59637	internal nose	FMA59749	left side of internal nose
FMA59654	osseous skeleton of nose	FMA59655	osseous skeleton of external nose
FMA59654	osseous skeleton of nose	FMA59656	osseous skeleton of internal nose
FMA59668	wall of internal nose	FMA59671	right lateral wall of internal nose
FMA59748	right side of internal nose	FMA59754	wall of right side of internal nose
FMA59749	left side of internal nose	FMA59755	wall of left side of internal nose
FMA59755	wall of left side of internal nose	FMA59665	septum of internal nose
FMA59755	wall of left side of internal nose	FMA59672	left lateral wall of internal nose
FMA59836	cartilaginous skeleton of external nose	FMA59505	right major alar cartilage
FMA59836	cartilaginous skeleton of external nose	FMA59506	left major alar cartilage
FMA59836	cartilaginous skeleton of external nose	FMA59512	right lateral nasal cartilage
FMA59836	cartilaginous skeleton of external nose	FMA59513	left lateral nasal cartilage
FMA60116	nasal skeleton	FMA59538	cartilaginous skeleton of nose
FMA60118	skeleton of nasal septum	FMA59837	bony part of nasal septum
FMA60118	skeleton of nasal septum	FMA59838	cartilaginous part of nasal septum
FMA60325	right thumb	FMA24450	proximal phalanx of right thumb
FMA60325	right thumb	FMA24459	distal phalanx of right thumb
FMA60326	left thumb	FMA23951	distal phalanx of left thumb
FMA60326	left thumb	FMA65470	proximal phalanx of left thumb
FMA60327	right little finger	FMA24454	proximal phalanx of right little finger
FMA60327	right little finger	FMA24458	middle phalanx of right little finger
FMA60327	right little finger	FMA24463	distal phalanx of right little finger
FMA60328	left little finger	FMA23944	middle phalanx of left little finger
FMA60328	left little finger	FMA23959	distal phalanx of left little finger
FMA60328	left little finger	FMA66791	proximal phalanx of left little finger
FMA60328	left little finger	FMA71916	proximal phalanx of left ring finger
FMA60329	right ring finger	FMA24453	proximal phalanx of right ring finger
FMA60329	right ring finger	FMA24457	middle phalanx of right ring finger
FMA60329	right ring finger	FMA24462	distal phalanx of right ring finger
FMA60330	left ring finger	FMA23942	middle phalanx of left ring finger
FMA60330	left ring finger	FMA23957	distal phalanx of left ring finger
FMA60331	right middle finger	FMA24452	proximal phalanx of right middle finger
FMA60331	right middle finger	FMA24456	middle phalanx of right middle finger
FMA60331	right middle finger	FMA24461	distal phalanx of right middle finger
FMA60332	left middle finger	FMA23940	middle phalanx of left middle finger
FMA60332	left middle finger	FMA23955	distal phalanx of left middle finger
FMA60332	left middle finger	FMA71908	proximal phalanx of left middle finger
FMA60333	right index finger	FMA24451	proximal phalanx of right index finger
FMA60333	right index finger	FMA24455	middle phalanx of right index finger
FMA60333	right index finger	FMA24460	distal phalanx of right index finger
FMA60334	left index finger	FMA23938	middle phalanx of left index finger
FMA60334	left index finger	FMA23953	distal phalanx of left index finger
FMA60334	left index finger	FMA71915	proximal phalanx of left index finger
FMA60335	right big toe	FMA32650	distal phalanx of right big toe
FMA60335	right big toe	FMA43253	proximal phalanx of right big toe
FMA60336	left big toe	FMA32651	distal phalanx of left big toe
FMA60336	left big toe	FMA43254	proximal phalanx of left big toe
FMA60337	right second toe	FMA32634	proximal phalanx of right second toe
FMA60337	right second toe	FMA32642	middle phalanx of right second toe
FMA60337	right second toe	FMA32652	distal phalanx of right second toe
FMA60338	left second toe	FMA32635	proximal phalanx of left second toe
FMA60338	left second toe	FMA32643	middle phalanx of left second toe
FMA60338	left second toe	FMA32653	distal phalanx of left second toe
FMA60339	right third toe	FMA32636	proximal phalanx of right third toe
FMA60339	right third toe	FMA32644	middle phalanx of right third toe
FMA60339	right third toe	FMA32654	distal phalanx of right third toe
FMA60340	left third toe	FMA32637	proximal phalanx of left third toe
FMA60340	left third toe	FMA32645	middle phalanx of left third toe
FMA60340	left third toe	FMA32655	distal phalanx of left third toe
FMA60341	right fourth toe	FMA32638	proximal phalanx of right fourth toe
FMA60341	right fourth toe	FMA32646	middle phalanx of right fourth toe
FMA60341	right fourth toe	FMA32656	distal phalanx of right fourth toe
FMA60342	left fourth toe	FMA32639	proximal phalanx of left fourth toe
FMA60342	left fourth toe	FMA32647	middle phalanx of left fourth toe
FMA60342	left fourth toe	FMA32657	distal phalanx of left fourth toe
FMA60343	right little toe	FMA32640	proximal phalanx of right little toe
FMA60343	right little toe	FMA32658	distal phalanx of right little toe
FMA60343	right little toe	FMA230986	middle phalanx of right little toe
FMA60344	left little toe	FMA32641	proximal phalanx of left little toe
FMA60344	left little toe	FMA32659	distal phalanx of left little toe
FMA60344	left little toe	FMA230988	middle phalanx of left little toe
FMA61064	right lacrimal duct	FMA59541	right lacrimal lake
FMA61064	right lacrimal duct	FMA59545	right lacrimal sac
FMA61064	right lacrimal duct	FMA59555	right nasolacrimal duct
FMA61064	right lacrimal duct	FMA59582	right lacrimal canaliculus
FMA61065	left lacrimal duct	FMA59542	left lacrimal lake
FMA61065	left lacrimal duct	FMA59546	left lacrimal sac
FMA61065	left lacrimal duct	FMA59556	left nasolacrimal duct
FMA61065	left lacrimal duct	FMA59583	left lacrimal canaliculus
FMA61068	right hand proper	FMA24464	right first metacarpal bone
FMA61068	right hand proper	FMA24466	right second metacarpal bone
FMA61068	right hand proper	FMA24468	right third metacarpal bone
FMA61068	right hand proper	FMA24470	right fourth metacarpal bone
FMA61068	right hand proper	FMA24472	right fifth metacarpal bone
FMA61068	right hand proper	FMA79181	skeleton of right hand proper
FMA61069	left hand proper	FMA79182	skeleton of left hand proper
FMA61732	right parietal part of head	FMA52788	right parietal bone
FMA61819	left cerebral hemisphere	FMA72970	left frontal lobe
FMA61819	left cerebral hemisphere	FMA72972	left temporal lobe
FMA61819	left cerebral hemisphere	FMA72974	left parietal lobe
FMA61819	left cerebral hemisphere	FMA72976	left occipital lobe
FMA61819	left cerebral hemisphere	FMA72978	left insula
FMA61819	left cerebral hemisphere	FMA72981	left limbic lobe
FMA61819	left cerebral hemisphere	FMA78450	left lateral ventricle
FMA61819	left cerebral hemisphere	FMA242182	cortex of left cerebral hemisphere
FMA61819	left cerebral hemisphere	FMA242186	subcortex of left cerebral hemisphere
FMA61991	trunk of right middle cerebral artery	FMA50366	sphenoid part of right middle cerebral artery
FMA61992	forebrain	FMA62000	telencephalon
FMA61992	forebrain	FMA62001	diencephalon
FMA61993	midbrain	FMA78467	cerebral aqueduct
FMA61993	midbrain	FMA83902	midbrain tectum
FMA62000	telencephalon	FMA61819	left cerebral hemisphere
FMA62000	telencephalon	FMA67292	right cerebral hemisphere
FMA62001	diencephalon	FMA62008	hypothalamus
FMA62001	diencephalon	FMA62009	epithalamus
FMA62001	diencephalon	FMA78454	third ventricle
FMA62003	metencephalon	FMA67943	pons
FMA62008	hypothalamus	FMA62028	intermediate hypothalamic region
FMA62009	epithalamus	FMA62032	habenula
FMA62009	epithalamus	FMA62033	pineal body
FMA62028	intermediate hypothalamic region	FMA62327	tuber cinereum
FMA63103	pancreatic duct tree	FMA10419	pancreatic duct
FMA67292	right cerebral hemisphere	FMA72969	right frontal lobe
FMA67292	right cerebral hemisphere	FMA72971	right temporal lobe
FMA67292	right cerebral hemisphere	FMA72973	right parietal lobe
FMA67292	right cerebral hemisphere	FMA72975	right occipital lobe
FMA67292	right cerebral hemisphere	FMA72977	right insula
FMA67292	right cerebral hemisphere	FMA72980	right limbic lobe
FMA67292	right cerebral hemisphere	FMA78449	right lateral ventricle
FMA67292	right cerebral hemisphere	FMA242180	cortex of right cerebral hemisphere
FMA67292	right cerebral hemisphere	FMA242184	subcortex of right cerebral hemisphere
FMA67687	hindbrain	FMA62003	metencephalon
FMA67994	intrapulmonary part of right pulmonary artery	FMA68197	right upper lobar artery
FMA67994	intrapulmonary part of right pulmonary artery	FMA68658	inferomedial branch of right pulmonary artery
FMA68004	intrapulmonary part of left superior pulmonary vein	FMA8657	left upper lobar vein
FMA68004	intrapulmonary part of left superior pulmonary vein	FMA8658	lingular vein
FMA68193	medial segmental artery	FMA68693	superior branch of medial segmental artery
FMA68193	medial segmental artery	FMA68694	inferior branch of medial segmental artery
FMA68194	lateral segmental artery	FMA68690	posterior branch of lateral segmental artery
FMA68194	lateral segmental artery	FMA68691	anterior branch of lateral segmental artery
FMA68197	right upper lobar artery	FMA68659	apicoposterior division of right upper lobar artery
FMA68198	left upper lobar artery	FMA8635	left posterior segmental artery
FMA68198	left upper lobar artery	FMA13279	left anterior segmental artery
FMA68200	right lower lobar artery	FMA8627	right superior segmental artery
FMA68200	right lower lobar artery	FMA68845	right basal segmental artery
FMA68201	left lower lobar artery	FMA8642	left superior segmental artery
FMA68201	left lower lobar artery	FMA68846	left basal segmental artery
FMA68318	inferior division of upper lobe part of left bronchial tree	FMA68227	inferior lingular bronchial tree
FMA68319	inferomedial part of right bronchial tree	FMA31741	middle lobe part of right bronchial tree
FMA68319	inferomedial part of right bronchial tree	FMA31747	lower lobe part of right bronchial tree
FMA68658	inferomedial branch of right pulmonary artery	FMA68196	middle lobar artery
FMA68658	inferomedial branch of right pulmonary artery	FMA68200	right lower lobar artery
FMA68843	antero-medial basal segmental artery	FMA8644	left medial basal segmental artery
FMA68843	antero-medial basal segmental artery	FMA8645	left anterior basal segmental artery
FMA68846	left basal segmental artery	FMA8646	left lateral basal segmental artery
FMA68846	left basal segmental artery	FMA8647	left posterior basal segmental artery
FMA68846	left basal segmental artery	FMA68843	antero-medial basal segmental artery
FMA69566	trunk of right lateral plantar artery	FMA43943	right plantar arch
FMA69567	trunk of left lateral plantar artery	FMA43944	left plantar arch
FMA70249	right femoral artery	FMA20735	right superficial epigastric artery
FMA70249	right femoral artery	FMA20796	right deep femoral artery
FMA70250	left femoral artery	FMA20736	left superficial epigastric artery
FMA70250	left femoral artery	FMA20797	left deep femoral artery
FMA70347	right thyrocervical artery	FMA3992	right thyrocervical trunk
FMA70347	right thyrocervical artery	FMA10697	right inferior thyroid artery
FMA70347	right thyrocervical artery	FMA10698	right suprascapular artery
FMA70347	right thyrocervical artery	FMA10699	right transverse cervical artery
FMA70348	left thyrocervical artery	FMA4084	left thyrocervical trunk
FMA70348	left thyrocervical artery	FMA10680	left inferior thyroid artery
FMA70348	left thyrocervical artery	FMA10681	left suprascapular artery
FMA70348	left thyrocervical artery	FMA10682	left transverse cervical artery
FMA70351	right costocervical artery	FMA5039	right costocervical trunk
FMA70351	right costocervical artery	FMA5042	right superior intercostal artery
FMA70351	right costocervical artery	FMA10660	right deep cervical artery
FMA70352	left costocervical artery	FMA4086	left costocervical trunk
FMA70352	left costocervical artery	FMA4088	left superior intercostal artery
FMA70352	left costocervical artery	FMA4134	left deep cervical artery
FMA70441	anterior segmental hepatic artery	FMA70442	anterior superior segmental hepatic artery
FMA70441	anterior segmental hepatic artery	FMA70443	anterior inferior segmental hepatic artery
FMA70444	posterior segmental hepatic artery	FMA70445	posterior superior segmental hepatic artery
FMA70444	posterior segmental hepatic artery	FMA70446	posterior inferior segmental hepatic artery
FMA70448	medial segmental hepatic artery	FMA70449	medial superior segmental hepatic artery
FMA70448	medial segmental hepatic artery	FMA70450	medial inferior segmental hepatic artery
FMA70451	lateral segmental hepatic artery	FMA70452	lateral superior segmental hepatic artery
FMA70451	lateral segmental hepatic artery	FMA70453	lateral inferior segmental hepatic artery
FMA71102	right upper urinary tract	FMA7204	right kidney
FMA71102	right upper urinary tract	FMA15571	right ureter
FMA71103	left upper urinary tract	FMA7205	left kidney
FMA71103	left upper urinary tract	FMA15572	left ureter
FMA71132	gastrointestinal tract	FMA7131	esophagus
FMA71132	gastrointestinal tract	FMA7148	stomach
FMA71132	gastrointestinal tract	FMA7197	liver
FMA71132	gastrointestinal tract	FMA7198	pancreas
FMA71132	gastrointestinal tract	FMA7200	small intestine
FMA71132	gastrointestinal tract	FMA7201	large intestine
FMA71132	gastrointestinal tract	FMA7202	gallbladder
FMA71132	gastrointestinal tract	FMA9908	peritoneal sac
FMA71132	gastrointestinal tract	FMA14541	cecum
FMA71132	gastrointestinal tract	FMA14542	appendix
FMA71132	gastrointestinal tract	FMA14544	rectum
FMA71132	gastrointestinal tract	FMA14545	ascending colon
FMA71132	gastrointestinal tract	FMA14546	transverse colon
FMA71132	gastrointestinal tract	FMA14547	descending colon
FMA71132	gastrointestinal tract	FMA14665	biliary tree
FMA71132	gastrointestinal tract	FMA49177	upper gastrointestinal tract
FMA71132	gastrointestinal tract	FMA49179	lower gastrointestinal tract
FMA71221	axial skeleton	FMA13478	vertebral column
FMA71857	right hepatic biliary tree	FMA14669	right hepatic duct
FMA71857	right hepatic biliary tree	FMA71861	anterior tributary of right hepatic biliary tree
FMA71857	right hepatic biliary tree	FMA71862	posterior tributary of right hepatic biliary tree
FMA71858	left hepatic biliary tree	FMA14670	left hepatic duct
FMA71858	left hepatic biliary tree	FMA71863	lateral tributary of left hepatic biliary tree
FMA71858	left hepatic biliary tree	FMA71864	medial tributary of left hepatic biliary tree
FMA71858	left hepatic biliary tree	FMA71889	caudate lobe tributary of left hepatic biliary tree
FMA71861	anterior tributary of right hepatic biliary tree	FMA71867	anterior superior tributary of right hepatic biliary tree
FMA71861	anterior tributary of right hepatic biliary tree	FMA71868	anterior inferior tributary of right hepatic biliary tree
FMA71862	posterior tributary of right hepatic biliary tree	FMA71869	posterior superior tributary of right hepatic biliary tree
FMA71862	posterior tributary of right hepatic biliary tree	FMA71870	posterior inferior tributary of right hepatic biliary tree
FMA71863	lateral tributary of left hepatic biliary tree	FMA71887	lateral superior tributary of left hepatic biliary tree
FMA71863	lateral tributary of left hepatic biliary tree	FMA71888	lateral inferior tributary of left hepatic biliary tree
FMA71864	medial tributary of left hepatic biliary tree	FMA71885	medial superior tributary of left hepatic biliary tree
FMA71864	medial tributary of left hepatic biliary tree	FMA71886	medial inferior tributary of left hepatic biliary tree
FMA71891	hepatic biliary tree	FMA14668	common hepatic duct
FMA72062	pelvic skeleton	FMA16586	right hip bone
FMA72062	pelvic skeleton	FMA16587	left hip bone
FMA72065	set of lumbar vertebrae	FMA13072	first lumbar vertebra
FMA72065	set of lumbar vertebrae	FMA13073	second lumbar vertebra
FMA72065	set of lumbar vertebrae	FMA13074	third lumbar vertebra
FMA72065	set of lumbar vertebrae	FMA13075	fourth lumbar vertebra
FMA72065	set of lumbar vertebrae	FMA13076	fifth lumbar vertebra
FMA72969	right frontal lobe	FMA72653	right superior frontal gyrus
FMA72969	right frontal lobe	FMA72655	right middle frontal gyrus
FMA72969	right frontal lobe	FMA72657	right inferior frontal gyrus
FMA72969	right frontal lobe	FMA72661	right precentral gyrus
FMA72970	left frontal lobe	FMA72662	left precentral gyrus
FMA72970	left frontal lobe	FMA242209	cortex of left frontal lobe
FMA72971	right temporal lobe	FMA72685	right middle temporal gyrus
FMA72971	right temporal lobe	FMA72687	right inferior temporal gyrus
FMA72971	right temporal lobe	FMA72689	right fusiform gyrus
FMA72972	left temporal lobe	FMA72686	left middle temporal gyrus
FMA72972	left temporal lobe	FMA72688	left inferior temporal gyrus
FMA72972	left temporal lobe	FMA72690	left fusiform gyrus
FMA72972	left temporal lobe	FMA72706	left parahippocampal gyrus
FMA72973	right parietal lobe	FMA72665	right postcentral gyrus
FMA72973	right parietal lobe	FMA72667	right supramarginal gyrus
FMA72973	right parietal lobe	FMA72669	right angular gyrus
FMA72973	right parietal lobe	FMA72671	right superior parietal lobule
FMA72974	left parietal lobe	FMA72666	left postcentral gyrus
FMA72974	left parietal lobe	FMA72668	left supramarginal gyrus
FMA72974	left parietal lobe	FMA72670	left angular gyrus
FMA72974	left parietal lobe	FMA72672	left superior parietal lobule
FMA72980	right limbic lobe	FMA72705	right parahippocampal gyrus
FMA72980	right limbic lobe	FMA72717	right cingulate gyrus
FMA72980	right limbic lobe	FMA242609	right archicortex
FMA72981	left limbic lobe	FMA72718	left cingulate gyrus
FMA72981	left limbic lobe	FMA242611	left archicortex
FMA73055	anterior part of right knee	FMA79065	patellar part of right knee
FMA73056	anterior part of left knee	FMA79066	patellar part of left knee
FMA73086	right foot proper	FMA24507	right first metatarsal bone
FMA73086	right foot proper	FMA24509	right second metatarsal bone
FMA73086	right foot proper	FMA24511	right third metatarsal bone
FMA73086	right foot proper	FMA24513	right fourth metatarsal bone
FMA73086	right foot proper	FMA24515	right fifth metatarsal bone
FMA73087	left foot proper	FMA24508	left first metatarsal bone
FMA73087	left foot proper	FMA24510	left second metatarsal bone
FMA73087	left foot proper	FMA24512	left third metatarsal bone
FMA73087	left foot proper	FMA24514	left fourth metatarsal bone
FMA73087	left foot proper	FMA24516	left fifth metatarsal bone
FMA73103	posterior thoracic wall	FMA9165	first thoracic vertebra
FMA73103	posterior thoracic wall	FMA9187	second thoracic vertebra
FMA73103	posterior thoracic wall	FMA9209	third thoracic vertebra
FMA73103	posterior thoracic wall	FMA9248	fourth thoracic vertebra
FMA73103	posterior thoracic wall	FMA9922	fifth thoracic vertebra
FMA73103	posterior thoracic wall	FMA9945	sixth thoracic vertebra
FMA73103	posterior thoracic wall	FMA9968	seventh thoracic vertebra
FMA73103	posterior thoracic wall	FMA9991	eighth thoracic vertebra
FMA73103	posterior thoracic wall	FMA10014	ninth thoracic vertebra
FMA73103	posterior thoracic wall	FMA10037	tenth thoracic vertebra
FMA73103	posterior thoracic wall	FMA10059	eleventh thoracic vertebra
FMA73103	posterior thoracic wall	FMA10081	twelfth thoracic vertebra
FMA73703	wall of right side of heart	FMA9457	wall of right atrium
FMA73703	wall of right side of heart	FMA9533	wall of right ventricle
FMA73703	wall of right side of heart	FMA9535	myocardium of right ventricle
FMA73704	wall of left side of heart	FMA9531	wall of left atrium
FMA73704	wall of left side of heart	FMA9556	wall of left ventricle
FMA74657	integument	FMA7163	skin
FMA78435	musculature of anterior abdominal wall	FMA13336	right external oblique
FMA78435	musculature of anterior abdominal wall	FMA13337	left external oblique
FMA79063	deep fascial system	FMA58419	investing fascia of left lower limb
FMA79065	patellar part of right knee	FMA24486	right patella
FMA79066	patellar part of left knee	FMA24487	left patella
FMA79182	skeleton of left hand proper	FMA24465	left first metacarpal bone
FMA79182	skeleton of left hand proper	FMA24467	left second metacarpal bone
FMA79182	skeleton of left hand proper	FMA24469	left third metacarpal bone
FMA79182	skeleton of left hand proper	FMA24471	left fourth metacarpal bone
FMA79182	skeleton of left hand proper	FMA24473	left fifth metacarpal bone
FMA79269	content of thorax	FMA26572	thoracic part of tracheobronchial tree
FMA79273	content of mediastinum	FMA7395	right main bronchus
FMA79273	content of mediastinum	FMA79275	content of inferior mediastinum
FMA79274	content of superior mediastinum	FMA4797	left superior intercostal vein
FMA79275	content of inferior mediastinum	FMA79276	content of anterior mediastinum
FMA79276	content of anterior mediastinum	FMA9607	thymus
FMA79277	content of posterior mediastinum	FMA4944	hemiazygos vein
FMA79278	content of middle mediastinum	FMA4838	azygos vein
FMA79278	content of middle mediastinum	FMA7088	heart
FMA79278	content of middle mediastinum	FMA8612	pulmonary trunk
FMA79876	brainstem	FMA62004	medulla oblongata
FMA82672	superior systemic venous tree	FMA4720	superior vena cava
FMA82672	superior systemic venous tree	FMA4751	right brachiocephalic vein
FMA82672	superior systemic venous tree	FMA4761	left brachiocephalic vein
FMA82672	superior systemic venous tree	FMA78121	superior phrenic vein
FMA82673	inferior systemic venous tree	FMA10951	inferior vena cava
FMA82673	inferior systemic venous tree	FMA14341	right testicular vein
FMA82673	inferior systemic venous tree	FMA14343	right suprarenal vein
FMA82673	inferior systemic venous tree	FMA14345	left testicular vein
FMA82673	inferior systemic venous tree	FMA14349	left suprarenal vein
FMA82673	inferior systemic venous tree	FMA18885	right external iliac vein
FMA82673	inferior systemic venous tree	FMA18886	left external iliac vein
FMA82673	inferior systemic venous tree	FMA18887	right internal iliac vein
FMA82673	inferior systemic venous tree	FMA18888	left internal iliac vein
FMA82673	inferior systemic venous tree	FMA21387	right common iliac vein
FMA82673	inferior systemic venous tree	FMA21388	left common iliac vein
FMA82673	inferior systemic venous tree	FMA68068	inferior phrenic vein
FMA83448	myocardium of left ventricle proper	FMA84932	myocardium of free wall of left ventricle
FMA83902	midbrain tectum	FMA73422	right superior colliculus
FMA83902	midbrain tectum	FMA73423	left superior colliculus
FMA83902	midbrain tectum	FMA73434	right inferior colliculus
FMA83902	midbrain tectum	FMA73435	left inferior colliculus
FMA84842	free wall of right ventricle	FMA9553	anterior wall of right ventricle
FMA84842	free wall of right ventricle	FMA9555	inferior wall of right ventricle
FMA84842	free wall of right ventricle	FMA84931	myocardium of free wall of right ventricle
FMA84857	subendocardial layer of myocardium of left ventricle	FMA9352	papillary muscle of left ventricle
FMA84931	myocardium of free wall of right ventricle	FMA84856	subendocardial layer of myocardium of right ventricle
FMA84932	myocardium of free wall of left ventricle	FMA84857	subendocardial layer of myocardium of left ventricle
FMA85008	compartment of thorax	FMA9826	mediastinum
FMA85008	compartment of thorax	FMA79269	content of thorax
FMA85008	compartment of thorax	FMA85055	right pulmopleural compartment
FMA85008	compartment of thorax	FMA85056	left pulmopleural compartment
FMA85031	compartment of abdomen	FMA259248	content of abdomen
FMA85056	left pulmopleural compartment	FMA7310	left lung
FMA86063	myocardial zone 11	FMA7264	lateral papillary muscle of left ventricle
FMA87178	myocardium of lateral wall of left ventricle	FMA86063	myocardial zone 11
FMA87178	myocardium of lateral wall of left ventricle	FMA86064	myocardial zone 12
FMA87179	myocardium of inferior wall of left ventricle	FMA86056	myocardial zone 4
FMA87542	anterior thoracic wall	FMA9761	right transversus thoracis
FMA87542	anterior thoracic wall	FMA9762	left transversus thoracis
FMA87543	anterior chest wall	FMA24866	sternal part of chest
FMA87543	anterior chest wall	FMA61472	right pectoral part of chest
FMA87543	anterior chest wall	FMA61473	left pectoral part of chest
FMA87543	anterior chest wall	FMA87542	anterior thoracic wall
FMA87552	posterior chest	FMA9840	posterior mediastinum
FMA87552	posterior chest	FMA73103	posterior thoracic wall
FMA87598	skeletal system of trunk	FMA7481	skeletal system of thorax
FMA228642	vasculature of body	FMA4717	anterior cardiac venous tree
FMA228642	vasculature of body	FMA49911	right inferior pulmonary vein
FMA228642	vasculature of body	FMA49913	left inferior pulmonary vein
FMA228642	vasculature of body	FMA49914	right superior pulmonary vein
FMA228642	vasculature of body	FMA49916	left superior pulmonary vein
FMA228642	vasculature of body	FMA50308	coronary sinus tree
FMA228642	vasculature of body	FMA82672	superior systemic venous tree
FMA228642	vasculature of body	FMA82673	inferior systemic venous tree
FMA231424	body proper	FMA7155	neck
FMA231424	body proper	FMA7181	trunk
FMA231424	body proper	FMA7563	body compartment
FMA242180	cortex of right cerebral hemisphere	FMA242207	cortex of right frontal lobe
FMA242184	subcortex of right cerebral hemisphere	FMA260791	white matter of right cerebral hemisphere
FMA242186	subcortex of left cerebral hemisphere	FMA260794	white matter of left cerebral hemisphere
FMA242207	cortex of right frontal lobe	FMA242625	right prefrontal cortex
FMA242209	cortex of left frontal lobe	FMA242627	left prefrontal cortex
FMA242609	right archicortex	FMA261139	right hippocampal formation
FMA242611	left archicortex	FMA261141	left hippocampal formation
FMA242627	left prefrontal cortex	FMA72654	left superior frontal gyrus
FMA242627	left prefrontal cortex	FMA72656	left middle frontal gyrus
FMA242627	left prefrontal cortex	FMA72658	left inferior frontal gyrus
FMA242675	ventricular system of neuraxis	FMA75007	cavity of neuraxis
FMA242787	ventricular system of brain	FMA78469	fourth ventricle
FMA259054	wall of abdomen	FMA10429	wall of abdomen proper
FMA259054	wall of abdomen	FMA10430	pelvic wall
FMA259054	wall of abdomen	FMA16580	bony pelvis
FMA259054	wall of abdomen	FMA86917	musculature of abdomen
FMA259209	thoracic segment of trunk	FMA9576	thorax
FMA259209	thoracic segment of trunk	FMA24217	back of thorax
FMA259211	abdominal segment of trunk	FMA9577	abdomen
FMA259211	abdominal segment of trunk	FMA61681	back of abdomen
FMA260791	white matter of right cerebral hemisphere	FMA72906	right internal capsule
FMA260794	white matter of left cerebral hemisphere	FMA72907	left internal capsule
FMA261139	right hippocampal formation	FMA72713	right hippocampus
FMA261141	left hippocampal formation	FMA72714	left hippocampus
FMA265130	respiratory tract	FMA45662	lower respiratory tract
FMA270201	basicranial part of head proper	FMA52801	basicranium
FMA270201	basicranial part of head proper	FMA67944	cerebellum
FMA270201	basicranial part of head proper	FMA79876	brainstem
