parent id	parent name	child id	child name
FMA46690	genioglossus	FMA46702	left genioglossus
FMA46691	hyoglossus	FMA46703	right hyoglossus
FMA46691	hyoglossus	FMA46704	left hyoglossus
FMA46699	extrinsic muscle of tongue	FMA46690	genioglossus
FMA46699	extrinsic muscle of tongue	FMA46691	hyoglossus
FMA46726	muscle of palate	FMA46727	levator veli palatini
FMA46726	muscle of palate	FMA46730	tensor veli palatini
FMA46726	muscle of palate	FMA46733	uvular muscle
FMA46727	levator veli palatini	FMA46728	right levator veli palatini
FMA46727	levator veli palatini	FMA46729	left levator veli palatini
FMA46730	tensor veli palatini	FMA46731	right tensor veli palatini
FMA46730	tensor veli palatini	FMA46732	left tensor veli palatini
FMA46751	muscle of face	FMA49033	extra-ocular muscle
FMA49033	extra-ocular muscle	FMA49035	superior rectus
FMA49033	extra-ocular muscle	FMA49036	inferior rectus
FMA49033	extra-ocular muscle	FMA49037	medial rectus
FMA49033	extra-ocular muscle	FMA49038	lateral rectus
FMA49033	extra-ocular muscle	FMA49039	superior oblique
FMA49033	extra-ocular muscle	FMA49040	inferior oblique
FMA49033	extra-ocular muscle	FMA49041	levator palpebrae superioris
FMA49035	superior rectus	FMA49044	right superior rectus
FMA49035	superior rectus	FMA49045	left superior rectus
FMA49036	inferior rectus	FMA49046	right inferior rectus
FMA49036	inferior rectus	FMA49047	left inferior rectus
FMA49037	medial rectus	FMA49056	right medial rectus
FMA49037	medial rectus	FMA49057	left medial rectus
FMA49038	lateral rectus	FMA49054	right lateral rectus
FMA49038	lateral rectus	FMA49055	left lateral rectus
FMA49039	superior oblique	FMA49052	right superior oblique
FMA49039	superior oblique	FMA49053	left superior oblique
FMA49040	inferior oblique	FMA49050	right inferior oblique
FMA49040	inferior oblique	FMA49051	left inferior oblique
FMA49041	levator palpebrae superioris	FMA49048	right levator palpebrae superioris
FMA49041	levator palpebrae superioris	FMA49049	left levator palpebrae superioris
FMA49065	trochlea of superior oblique	FMA49067	trochlea of right superior oblique
FMA49065	trochlea of superior oblique	FMA49068	trochlea of left superior oblique
FMA49071	common tendinous ring	FMA49072	right common tendinous ring
FMA49071	common tendinous ring	FMA49073	left common tendinous ring
FMA49143	check ligament of lateral rectus	FMA49144	check ligament of right lateral rectus
FMA49143	check ligament of lateral rectus	FMA49145	check ligament of left lateral rectus
FMA49146	check ligament of medial rectus	FMA49147	check ligament of right medial rectus
FMA49146	check ligament of medial rectus	FMA49148	check ligament of left medial rectus
FMA49443	anatomical cluster	FMA5898	anatomical junction
FMA49443	anatomical cluster	FMA64989	heterogeneous cluster
FMA49443	anatomical cluster	FMA64990	organ part cluster
FMA49443	anatomical cluster	FMA83115	cell part cluster
FMA49868	ophthalmic artery	FMA49869	right ophthalmic artery
FMA49868	ophthalmic artery	FMA49870	left ophthalmic artery
FMA49893	coronary artery	FMA66327	branch of right coronary artery
FMA49893	coronary artery	FMA66328	branch of left coronary artery
FMA49907	pulmonary venous tree organ	FMA49908	superior pulmonary vein
FMA49907	pulmonary venous tree organ	FMA49910	inferior pulmonary vein
FMA49908	superior pulmonary vein	FMA49914	right superior pulmonary vein
FMA49908	superior pulmonary vein	FMA49916	left superior pulmonary vein
FMA49910	inferior pulmonary vein	FMA49911	right inferior pulmonary vein
FMA49910	inferior pulmonary vein	FMA49913	left inferior pulmonary vein
FMA49918	systemic arterial trunk	FMA4677	trunk of branch of coronary artery
FMA49918	systemic arterial trunk	FMA14767	trunk of branch of coeliac artery
FMA49918	systemic arterial trunk	FMA14812	celiac trunk
FMA49918	systemic arterial trunk	FMA14825	trunk of branch of inferior mesenteric artery
FMA49918	systemic arterial trunk	FMA66358	trunk of superior mesenteric artery
FMA49918	systemic arterial trunk	FMA66362	trunk of renal artery
FMA49918	systemic arterial trunk	FMA73203	trunk of subdivision of axillary artery
FMA49918	systemic arterial trunk	FMA73204	trunk of branch of common iliac artery
FMA49918	systemic arterial trunk	FMA75865	trunk of branch of internal carotid artery
FMA49918	systemic arterial trunk	FMA76301	trunk of branch of subclavian artery
FMA49918	systemic arterial trunk	FMA87218	trunk of coronary artery
FMA50028	anterior cerebral artery	FMA50029	right anterior cerebral artery
FMA50028	anterior cerebral artery	FMA50030	left anterior cerebral artery
FMA50031	branch of anterior cerebral artery	FMA50169	anterior communicating artery
FMA50031	branch of anterior cerebral artery	FMA79615	branch of postcommunicating part of anterior cerebral artery
FMA50080	zone of middle cerebral artery	FMA50365	sphenoid part of middle cerebral artery
FMA50080	zone of middle cerebral artery	FMA50368	insular part of middle cerebral artery
FMA50081	branch of middle cerebral artery	FMA50436	superior terminal branch of middle cerebral artery
FMA50081	branch of middle cerebral artery	FMA50439	inferior terminal branch of middle cerebral artery
FMA50081	branch of middle cerebral artery	FMA79631	branch of sphenoid part of middle cerebral artery
FMA50084	posterior communicating artery	FMA50085	right posterior communicating artery
FMA50084	posterior communicating artery	FMA50086	left posterior communicating artery
FMA50087	anterior choroidal artery	FMA50088	right anterior choroidal artery
FMA50087	anterior choroidal artery	FMA50089	left anterior choroidal artery
FMA50112	branch of anterior choroidal artery	FMA50119	branch of anterior choroidal artery to posterior limb of internal capsule
FMA50119	branch of anterior choroidal artery to posterior limb of internal capsule	FMA50146	branch of right anterior choroidal artery to posterior limb of right internal capsule
FMA50119	branch of anterior choroidal artery to posterior limb of internal capsule	FMA50147	branch of left anterior choroidal artery to posterior limb of left internal capsule
FMA50168	branch of posterior communicating artery	FMA50427	hypothalamic branch of posterior communicating artery
FMA50185	musculature of subdivision of trunk	FMA71307	set of interspinales lumborum
FMA50185	musculature of subdivision of trunk	FMA71309	set of interspinales cervicis
FMA50185	musculature of subdivision of trunk	FMA74779	musculature of chest
FMA50200	musculature of subdivision of upper limb	FMA50391	musculature of subdivision of free upper limb
FMA50328	medial frontobasal artery	FMA50343	right medial frontobasal artery
FMA50328	medial frontobasal artery	FMA50344	left medial frontobasal artery
FMA50330	callosomarginal artery	FMA50347	right callosomarginal artery
FMA50330	callosomarginal artery	FMA50348	left callosomarginal artery
FMA50331	branch of callosomarginal artery	FMA50333	intermediomedial branch of callosomarginal artery
FMA50331	branch of callosomarginal artery	FMA50334	posteromedial branch of callosomarginal artery
FMA50331	branch of callosomarginal artery	FMA50336	paracentral branch of callosomarginal artery
FMA50333	intermediomedial branch of callosomarginal artery	FMA50351	intermediomedial branch of right callosomarginal artery
FMA50333	intermediomedial branch of callosomarginal artery	FMA50352	intermediomedial branch of left callosomarginal artery
FMA50334	posteromedial branch of callosomarginal artery	FMA50353	posteromedial branch of right callosomarginal artery
FMA50334	posteromedial branch of callosomarginal artery	FMA50354	posteromedial branch of left callosomarginal artery
FMA50336	paracentral branch of callosomarginal artery	FMA50357	paracentral branch of right callosomarginal artery
FMA50336	paracentral branch of callosomarginal artery	FMA50358	paracentral branch of left callosomarginal artery
FMA50337	pericallosal artery	FMA50359	right pericallosal artery
FMA50337	pericallosal artery	FMA50360	left pericallosal artery
FMA50338	branch of pericallosal artery	FMA50339	precuneal branch of pericallosal artery
FMA50339	precuneal branch of pericallosal artery	FMA50361	precuneal branch of right pericallosal artery
FMA50339	precuneal branch of pericallosal artery	FMA50362	precuneal branch of left pericallosal artery
FMA50365	sphenoid part of middle cerebral artery	FMA50366	sphenoid part of right middle cerebral artery
FMA50365	sphenoid part of middle cerebral artery	FMA50367	sphenoid part of left middle cerebral artery
FMA50368	insular part of middle cerebral artery	FMA50369	insular part of right middle cerebral artery
FMA50368	insular part of middle cerebral artery	FMA50370	insular part of left middle cerebral artery
FMA50376	anterolateral central branch of middle cerebral artery	FMA50377	anterolateral central branch of right middle cerebral artery
FMA50376	anterolateral central branch of middle cerebral artery	FMA50378	anterolateral central branch of left middle cerebral artery
FMA50379	polar temporal artery	FMA50380	right polar temporal artery
FMA50379	polar temporal artery	FMA50381	left polar temporal artery
FMA50382	anterior temporal artery	FMA50383	right anterior temporal artery
FMA50382	anterior temporal artery	FMA50384	left anterior temporal artery
FMA50391	musculature of subdivision of free upper limb	FMA71318	set of lumbricals of hand
FMA50391	musculature of subdivision of free upper limb	FMA71319	set of dorsal interossei of hand
FMA50391	musculature of subdivision of free upper limb	FMA71320	set of palmar interossei of hand
FMA50427	hypothalamic branch of posterior communicating artery	FMA50428	hypothalamic branch of right posterior communicating artery
FMA50427	hypothalamic branch of posterior communicating artery	FMA50429	hypothalamic branch of left posterior communicating artery
FMA50436	superior terminal branch of middle cerebral artery	FMA50437	prefrontal artery
FMA50436	superior terminal branch of middle cerebral artery	FMA50442	lateral frontobasal artery
FMA50436	superior terminal branch of middle cerebral artery	FMA50479	artery of precentral sulcus
FMA50436	superior terminal branch of middle cerebral artery	FMA50482	artery of postcentral sulcus
FMA50436	superior terminal branch of middle cerebral artery	FMA50485	anterior parietal artery
FMA50436	superior terminal branch of middle cerebral artery	FMA50488	posterior parietal artery
FMA50436	superior terminal branch of middle cerebral artery	FMA77439	artery of central sulcus
FMA50437	prefrontal artery	FMA50445	right prefrontal artery
FMA50437	prefrontal artery	FMA50478	left prefrontal artery
FMA50438	temporal artery	FMA50379	polar temporal artery
FMA50438	temporal artery	FMA50382	anterior temporal artery
FMA50439	inferior terminal branch of middle cerebral artery	FMA50466	middle temporal branch of middle cerebral artery
FMA50439	inferior terminal branch of middle cerebral artery	FMA50469	posterior temporal branch of middle cerebral artery
FMA50439	inferior terminal branch of middle cerebral artery	FMA50472	temporo-occipital branch of middle cerebral artery
FMA50439	inferior terminal branch of middle cerebral artery	FMA50475	branch of middle cerebral artery to angular gyrus
FMA50442	lateral frontobasal artery	FMA50443	right lateral frontobasal artery
FMA50442	lateral frontobasal artery	FMA50444	left lateral frontobasal artery
FMA50466	middle temporal branch of middle cerebral artery	FMA50467	middle temporal branch of right middle cerebral artery
FMA50466	middle temporal branch of middle cerebral artery	FMA50468	middle temporal branch of left middle cerebral artery
FMA50469	posterior temporal branch of middle cerebral artery	FMA50470	posterior temporal branch of right middle cerebral artery
FMA50469	posterior temporal branch of middle cerebral artery	FMA50471	posterior temporal branch of left middle cerebral artery
FMA50472	temporo-occipital branch of middle cerebral artery	FMA50473	temporo-occipital branch of right middle cerebral artery
FMA50472	temporo-occipital branch of middle cerebral artery	FMA50474	temporo-occipital branch of left middle cerebral artery
FMA50475	branch of middle cerebral artery to angular gyrus	FMA50476	branch of right middle cerebral artery to right angular gyrus
FMA50475	branch of middle cerebral artery to angular gyrus	FMA50477	branch of left middle cerebral artery to left angular gyrus
FMA50479	artery of precentral sulcus	FMA50480	artery of right precentral sulcus
FMA50479	artery of precentral sulcus	FMA50481	artery of left precentral sulcus
FMA50482	artery of postcentral sulcus	FMA50483	artery of right postcentral sulcus
FMA50482	artery of postcentral sulcus	FMA50484	artery of left postcentral sulcus
FMA50485	anterior parietal artery	FMA50486	right anterior parietal artery
FMA50485	anterior parietal artery	FMA50487	left anterior parietal artery
FMA50488	posterior parietal artery	FMA50489	right posterior parietal artery
FMA50488	posterior parietal artery	FMA50490	left posterior parietal artery
FMA50518	posterior inferior cerebellar artery	FMA50519	right posterior inferior cerebellar artery
FMA50518	posterior inferior cerebellar artery	FMA50520	left posterior inferior cerebellar artery
FMA50531	anterior spinal artery	FMA50532	right anterior spinal artery
FMA50531	anterior spinal artery	FMA50533	left anterior spinal artery
FMA50563	branch of pontine artery	FMA50564	medial branch of pontine artery
FMA50563	branch of pontine artery	FMA50565	lateral branch of pontine artery
FMA50564	medial branch of pontine artery	FMA50566	medial branch of right pontine artery
FMA50564	medial branch of pontine artery	FMA50567	medial branch of left pontine artery
FMA50565	lateral branch of pontine artery	FMA50568	lateral branch of right pontine artery
FMA50565	lateral branch of pontine artery	FMA50569	lateral branch of left pontine artery
FMA50573	superior cerebellar artery	FMA50574	right superior cerebellar artery
FMA50573	superior cerebellar artery	FMA50575	left superior cerebellar artery
FMA50576	branch of superior cerebellar artery	FMA50577	lateral superior cerebellar artery
FMA50576	branch of superior cerebellar artery	FMA50580	medial branch of superior cerebellar artery
FMA50576	branch of superior cerebellar artery	FMA50694	branch of medial branch of superior cerebellar artery
FMA50577	lateral superior cerebellar artery	FMA50578	lateral branch of right superior cerebellar artery
FMA50577	lateral superior cerebellar artery	FMA50579	lateral branch of left superior cerebellar artery
FMA50580	medial branch of superior cerebellar artery	FMA50581	medial branch of right superior cerebellar artery
FMA50580	medial branch of superior cerebellar artery	FMA50582	medial branch of left superior cerebellar artery
FMA50586	branch of posterior cerebral artery	FMA50624	thalamoperforating artery
FMA50586	branch of posterior cerebral artery	FMA50629	thalamogeniculate artery
FMA50586	branch of posterior cerebral artery	FMA50633	lateral occipital artery
FMA50586	branch of posterior cerebral artery	FMA50638	medial occipital artery
FMA50586	branch of posterior cerebral artery	FMA50647	branch of lateral occipital artery
FMA50586	branch of posterior cerebral artery	FMA50651	branch of medial occipital artery
FMA50586	branch of posterior cerebral artery	FMA86127	branch of posterior choroidal artery
FMA50587	posteromedial central branch of posterior cerebral artery	FMA50660	posteromedial central branch of right posterior cerebral artery
FMA50587	posteromedial central branch of posterior cerebral artery	FMA50661	posteromedial central branch of left posterior cerebral artery
FMA50589	zone of posterior cerebral artery	FMA50590	precommunicating part of posterior cerebral artery
FMA50589	zone of posterior cerebral artery	FMA50591	postcommunicating part of posterior cerebral artery
FMA50590	precommunicating part of posterior cerebral artery	FMA50639	precommunicating part of right posterior cerebral artery
FMA50590	precommunicating part of posterior cerebral artery	FMA50640	precommunicating part of left posterior cerebral artery
FMA50591	postcommunicating part of posterior cerebral artery	FMA50641	postcommunicating part of right posterior cerebral artery
FMA50591	postcommunicating part of posterior cerebral artery	FMA50642	postcommunicating part of left posterior cerebral artery
FMA50624	thalamoperforating artery	FMA50664	right thalamoperforating artery
FMA50624	thalamoperforating artery	FMA50665	left thalamoperforating artery
FMA50629	thalamogeniculate artery	FMA50670	right thalamogeniculate artery
FMA50629	thalamogeniculate artery	FMA50671	left thalamogeniculate artery
FMA50630	posterior medial choroidal artery	FMA50672	right posterior medial choroidal artery
FMA50630	posterior medial choroidal artery	FMA50673	left posterior medial choroidal artery
FMA50633	lateral occipital artery	FMA50643	right lateral occipital artery
FMA50633	lateral occipital artery	FMA50644	left lateral occipital artery
FMA50638	medial occipital artery	FMA50645	right medial occipital artery
FMA50638	medial occipital artery	FMA50646	left medial occipital artery
FMA50647	branch of lateral occipital artery	FMA50648	anterior temporal branch of lateral occipital artery
FMA50647	branch of lateral occipital artery	FMA50649	middle temporal branch of lateral occipital artery
FMA50648	anterior temporal branch of lateral occipital artery	FMA50678	anterior temporal branch of right lateral occipital artery
FMA50648	anterior temporal branch of lateral occipital artery	FMA50679	anterior temporal branch of left lateral occipital artery
FMA50649	middle temporal branch of lateral occipital artery	FMA50680	middle temporal branch of right lateral occipital artery
FMA50649	middle temporal branch of lateral occipital artery	FMA50681	middle temporal branch of left lateral occipital artery
FMA50651	branch of medial occipital artery	FMA50652	splenial artery
FMA50652	splenial artery	FMA50684	right splenial artery
FMA50652	splenial artery	FMA50685	left splenial artery
FMA50694	branch of medial branch of superior cerebellar artery	FMA50695	superior vermian branch of medial branch of superior cerebellar artery
FMA50695	superior vermian branch of medial branch of superior cerebellar artery	FMA50696	superior vermian branch of medial branch of right superior cerebellar artery
FMA50695	superior vermian branch of medial branch of superior cerebellar artery	FMA50697	superior vermian branch of medial branch of left superior cerebellar artery
FMA50705	anatomical boundary entity	FMA9657	anatomical line
FMA50720	artery	FMA66326	pulmonary artery
FMA50720	artery	FMA66464	systemic artery
FMA50722	region of vascular tree organ	FMA86187	segment of arterial tree organ
FMA50722	region of vascular tree organ	FMA86188	segment of venous tree organ
FMA50723	vein	FMA12845	subcostal vein
FMA50723	vein	FMA66643	pulmonary vein
FMA50723	vein	FMA66644	systemic vein
FMA50723	vein	FMA66645	portal vein
FMA50736	subdivision of pre-hepatic portal vein	FMA14331	splenic vein
FMA50736	subdivision of pre-hepatic portal vein	FMA14332	superior mesenteric vein
FMA50736	subdivision of pre-hepatic portal vein	FMA15387	tributary of splenic vein
FMA50736	subdivision of pre-hepatic portal vein	FMA15396	tributary of superior mesenteric vein
FMA50863	optic nerve	FMA50875	right optic nerve
FMA50863	optic nerve	FMA50878	left optic nerve
FMA50865	trochlear nerve	FMA50881	right trochlear nerve
FMA50865	trochlear nerve	FMA50882	left trochlear nerve
FMA51041	deep femoral vein	FMA51042	right deep femoral vein
FMA51041	deep femoral vein	FMA51043	left deep femoral vein
FMA51048	iliotibial tract	FMA58776	right iliotibial tract
FMA51048	iliotibial tract	FMA58777	left iliotibial tract
FMA51061	calcaneal tendon	FMA258847	right calcaneal tendon
FMA51061	calcaneal tendon	FMA264844	left calcaneal tendon
FMA51071	flexor digitorum longus	FMA65016	right flexor digitorum longus
FMA51071	flexor digitorum longus	FMA65017	left flexor digitorum longus
FMA51099	tibialis posterior	FMA65018	right tibialis posterior
FMA51099	tibialis posterior	FMA65019	left tibialis posterior
FMA51141	extensor hallucis brevis	FMA51144	right extensor hallucis brevis
FMA51141	extensor hallucis brevis	FMA51145	left extensor hallucis brevis
FMA51886	branch of cerebral arterial circle	FMA50587	posteromedial central branch of posterior cerebral artery
FMA52570	branch of cranial nerve	FMA52571	branch of oculomotor nerve
FMA52570	branch of cranial nerve	FMA52607	branch of trigeminal nerve
FMA52571	branch of oculomotor nerve	FMA52572	superior branch of oculomotor nerve
FMA52571	branch of oculomotor nerve	FMA52573	inferior branch of oculomotor nerve
FMA52572	superior branch of oculomotor nerve	FMA52574	superior branch of right oculomotor nerve
FMA52572	superior branch of oculomotor nerve	FMA52575	superior branch of left oculomotor nerve
FMA52573	inferior branch of oculomotor nerve	FMA52576	inferior branch of right oculomotor nerve
FMA52573	inferior branch of oculomotor nerve	FMA52577	inferior branch of left oculomotor nerve
FMA52607	branch of trigeminal nerve	FMA52621	ophthalmic nerve
FMA52607	branch of trigeminal nerve	FMA52624	branch of ophthalmic nerve
FMA52621	ophthalmic nerve	FMA52622	right ophthalmic nerve
FMA52621	ophthalmic nerve	FMA52623	left ophthalmic nerve
FMA52624	branch of ophthalmic nerve	FMA52628	lacrimal nerve
FMA52624	branch of ophthalmic nerve	FMA52638	frontal nerve
FMA52624	branch of ophthalmic nerve	FMA52641	branch of frontal nerve
FMA52628	lacrimal nerve	FMA52629	right lacrimal nerve
FMA52628	lacrimal nerve	FMA52630	left lacrimal nerve
FMA52638	frontal nerve	FMA52639	right frontal nerve
FMA52638	frontal nerve	FMA52640	left frontal nerve
FMA52641	branch of frontal nerve	FMA52642	supratrochlear nerve
FMA52641	branch of frontal nerve	FMA52655	supra-orbital nerve
FMA52641	branch of frontal nerve	FMA52668	nasociliary nerve
FMA52641	branch of frontal nerve	FMA52671	branch of nasociliary nerve
FMA52642	supratrochlear nerve	FMA52643	right supratrochlear nerve
FMA52642	supratrochlear nerve	FMA52644	left supratrochlear nerve
FMA52655	supra-orbital nerve	FMA52656	right supra-orbital nerve
FMA52655	supra-orbital nerve	FMA52657	left supra-orbital nerve
FMA52668	nasociliary nerve	FMA52669	right nasociliary nerve
FMA52668	nasociliary nerve	FMA52670	left nasociliary nerve
FMA52671	branch of nasociliary nerve	FMA52672	communicating branch of nasociliary nerve with ciliary ganglion
FMA52671	branch of nasociliary nerve	FMA52675	anterior ethmoidal nerve
FMA52671	branch of nasociliary nerve	FMA52691	long ciliary nerve
FMA52671	branch of nasociliary nerve	FMA52693	infratrochlear nerve
FMA52671	branch of nasociliary nerve	FMA52714	posterior ethmoidal nerve
FMA52672	communicating branch of nasociliary nerve with ciliary ganglion	FMA52673	communicating branch of right nasociliary nerve with right ciliary ganglion
FMA52672	communicating branch of nasociliary nerve with ciliary ganglion	FMA52674	communicating branch of left nasociliary nerve with left ciliary ganglion
FMA52675	anterior ethmoidal nerve	FMA52676	right anterior ethmoidal nerve
FMA52675	anterior ethmoidal nerve	FMA52677	left anterior ethmoidal nerve
FMA52691	long ciliary nerve	FMA82734	right long ciliary nerve
FMA52691	long ciliary nerve	FMA82735	left long ciliary nerve
FMA52693	infratrochlear nerve	FMA52698	right infratrochlear nerve
FMA52693	infratrochlear nerve	FMA52699	left infratrochlear nerve
FMA52714	posterior ethmoidal nerve	FMA52715	right posterior ethmoidal nerve
FMA52714	posterior ethmoidal nerve	FMA52716	left posterior ethmoidal nerve
FMA52737	temporal bone	FMA52738	right temporal bone
FMA52737	temporal bone	FMA52739	left temporal bone
FMA52741	lacrimal bone	FMA53645	right lacrimal bone
FMA52741	lacrimal bone	FMA53646	left lacrimal bone
FMA52745	nasal bone	FMA53647	right nasal bone
FMA52745	nasal bone	FMA53648	left nasal bone
FMA52746	palatine bone	FMA53655	right palatine bone
FMA52746	palatine bone	FMA53656	left palatine bone
FMA52747	zygomatic bone	FMA52892	right zygomatic bone
FMA52747	zygomatic bone	FMA52893	left zygomatic bone
FMA53667	hair	FMA54241	hair of head
FMA53667	hair	FMA54250	hair of trunk
FMA54158	tendon of levator palpebrae superioris	FMA54159	tendon of right levator palpebrae superioris
FMA54250	hair of trunk	FMA54319	pubic hair
FMA54393	subdivision of face	FMA46490	subdivision of mouth
FMA54736	inferior nasal concha	FMA54737	right inferior nasal concha
FMA54736	inferior nasal concha	FMA54738	left inferior nasal concha
FMA54839	interosseous membrane	FMA23706	interosseous membrane of forearm
FMA54839	interosseous membrane	FMA35187	interosseous membrane of leg
FMA54877	subdivision of pharynx	FMA55053	subdivision of laryngopharynx
FMA54921	extrinsic ligament of larynx	FMA55227	hyo-epiglottic ligament
FMA55053	subdivision of laryngopharynx	FMA55130	epiglottis
FMA55093	submandibular gland	FMA59802	right submandibular gland
FMA55093	submandibular gland	FMA59803	left submandibular gland
FMA55107	cartilage organ	FMA55108	laryngeal cartilage
FMA55107	cartilage organ	FMA59502	nasal cartilage
FMA55107	cartilage organ	FMA67396	articular disk of symphysis
FMA55108	laryngeal cartilage	FMA9615	cricoid cartilage
FMA55108	laryngeal cartilage	FMA55099	thyroid cartilage
FMA55108	laryngeal cartilage	FMA55109	arytenoid cartilage
FMA55108	laryngeal cartilage	FMA55110	corniculate cartilage
FMA55108	laryngeal cartilage	FMA55111	cuneiform cartilage
FMA55109	arytenoid cartilage	FMA55113	right arytenoid cartilage
FMA55109	arytenoid cartilage	FMA55114	left arytenoid cartilage
FMA55110	corniculate cartilage	FMA55115	right corniculate cartilage
FMA55110	corniculate cartilage	FMA55116	left corniculate cartilage
FMA55111	cuneiform cartilage	FMA55117	right cuneiform cartilage
FMA55111	cuneiform cartilage	FMA55118	left cuneiform cartilage
FMA55131	ligament of larynx	FMA54921	extrinsic ligament of larynx
FMA55131	ligament of larynx	FMA72058	intrinsic ligament of larynx
FMA55132	thyrohyoid membrane	FMA55133	right thyrohyoid membrane
FMA55132	thyrohyoid membrane	FMA55134	left thyrohyoid membrane
FMA55135	thyrohyoid ligament	FMA55138	median thyrohyoid ligament
FMA55135	thyrohyoid ligament	FMA55139	lateral thyrohyoid ligament
FMA55139	lateral thyrohyoid ligament	FMA55140	right lateral thyrohyoid ligament
FMA55139	lateral thyrohyoid ligament	FMA55141	left lateral thyrohyoid ligament
FMA55226	intrinsic muscle of larynx	FMA46576	posterior crico-arytenoid
FMA55226	intrinsic muscle of larynx	FMA46579	lateral crico-arytenoid
FMA55226	intrinsic muscle of larynx	FMA46582	transverse arytenoid
FMA55226	intrinsic muscle of larynx	FMA46583	oblique arytenoid
FMA55226	intrinsic muscle of larynx	FMA46588	thyro-arytenoid
FMA55226	intrinsic muscle of larynx	FMA46591	vocalis
FMA55233	cricothyroid ligament	FMA55237	median cricothyroid ligament
FMA55244	vocal ligament	FMA55245	right vocal ligament
FMA55244	vocal ligament	FMA55246	left vocal ligament
FMA55250	conus elasticus	FMA55251	right conus elasticus
FMA55250	conus elasticus	FMA55252	left conus elasticus
FMA55268	organ zone	FMA10474	zone of muscle organ
FMA55268	organ zone	FMA10483	zone of bone organ
FMA55268	organ zone	FMA14092	zone of small intestine
FMA55268	organ zone	FMA20221	zone of cavernous organ
FMA55268	organ zone	FMA32555	ascending part of trapezius
FMA55268	organ zone	FMA32557	descending part of trapezius
FMA55268	organ zone	FMA45729	head of organ
FMA55268	organ zone	FMA45734	body of organ
FMA55268	organ zone	FMA57965	zone of investing fascia
FMA55268	organ zone	FMA59762	gingiva
FMA55268	organ zone	FMA66332	zone of artery
FMA55618	pterygomandibular raphe	FMA55619	right pterygomandibular raphe
FMA55618	pterygomandibular raphe	FMA55620	left pterygomandibular raphe
FMA55636	canine tooth	FMA84203	secondary canine tooth
FMA55637	premolar tooth	FMA55716	upper secondary premolar tooth
FMA55637	premolar tooth	FMA55717	lower secondary premolar tooth
FMA55638	molar tooth	FMA84207	secondary molar tooth
FMA55652	anatomical set	FMA70779	set of organs
FMA55652	anatomical set	FMA78590	set of heterogeneous clusters
FMA55652	anatomical set	FMA228667	set of organ parts
FMA55661	parenchymatous organ	FMA55662	lobular organ
FMA55661	parenchymatous organ	FMA55663	corticomedullary organ
FMA55662	lobular organ	FMA7198	pancreas
FMA55662	lobular organ	FMA7210	testis
FMA55662	lobular organ	FMA9597	salivary gland
FMA55662	lobular organ	FMA9600	prostate
FMA55662	lobular organ	FMA13889	pituitary gland
FMA55662	lobular organ	FMA59101	lacrimal gland
FMA55663	corticomedullary organ	FMA7196	spleen
FMA55663	corticomedullary organ	FMA7203	kidney
FMA55663	corticomedullary organ	FMA9604	adrenal gland
FMA55665	nonparenchymatous organ	FMA5022	muscle organ
FMA55665	nonparenchymatous organ	FMA7145	membrane organ
FMA55665	nonparenchymatous organ	FMA7163	skin
FMA55665	nonparenchymatous organ	FMA21496	ligament organ
FMA55665	nonparenchymatous organ	FMA55107	cartilage organ
FMA55665	nonparenchymatous organ	FMA61284	neural tree organ
FMA55670	solid organ	FMA55661	parenchymatous organ
FMA55670	solid organ	FMA55665	nonparenchymatous organ
FMA55671	cavitated organ	FMA55672	organ with organ cavity
FMA55671	cavitated organ	FMA55673	organ with cavitated organ parts
FMA55672	organ with organ cavity	FMA7131	esophagus
FMA55672	organ with organ cavity	FMA7148	stomach
FMA55672	organ with organ cavity	FMA7202	gallbladder
FMA55672	organ with organ cavity	FMA9704	ureter
FMA55672	organ with organ cavity	FMA12516	tooth
FMA55672	organ with organ cavity	FMA14542	appendix
FMA55672	organ with organ cavity	FMA15900	urinary bladder
FMA55672	organ with organ cavity	FMA19667	urethra
FMA55672	organ with organ cavity	FMA55677	hollow tree organ
FMA55673	organ with cavitated organ parts	FMA5018	bone organ
FMA55673	organ with cavitated organ parts	FMA20194	cavernous organ
FMA55676	segment of brain	FMA61815	cardinal segment of brain
FMA55676	segment of brain	FMA61996	segment of forebrain
FMA55676	segment of brain	FMA61997	segment of midbrain
FMA55676	segment of brain	FMA61998	segment of hindbrain
FMA55677	hollow tree organ	FMA3710	vascular tree
FMA55712	upper secondary incisor tooth	FMA55722	upper central secondary incisor tooth
FMA55712	upper secondary incisor tooth	FMA55724	upper lateral secondary incisor tooth
FMA55713	lower secondary incisor tooth	FMA55723	lower central secondary incisor tooth
FMA55713	lower secondary incisor tooth	FMA55725	lower lateral secondary incisor tooth
FMA55714	upper secondary canine tooth	FMA55798	right upper secondary canine tooth
FMA55714	upper secondary canine tooth	FMA55799	left upper secondary canine tooth
FMA55715	lower secondary canine tooth	FMA55686	right lower secondary canine tooth
FMA55715	lower secondary canine tooth	FMA55687	left lower secondary canine tooth
FMA55716	upper secondary premolar tooth	FMA55801	upper first secondary premolar tooth
FMA55716	upper secondary premolar tooth	FMA55802	upper second secondary premolar tooth
FMA55717	lower secondary premolar tooth	FMA55803	lower first secondary premolar tooth
FMA55717	lower secondary premolar tooth	FMA55804	lower second secondary premolar tooth
FMA55720	upper secondary molar tooth	FMA55811	upper first secondary molar tooth
